date,kg,month~1,month~2,month~3,month~4,month~5,month~6,month~7,month~8,month~9,month~10,month~11,month~12,Product~MAP,Product~MOP,Product~UREIA,oc
2012-02-01,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0
2012-03-01,5240840.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1
2012-03-01,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0
2012-03-01,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0
2012-04-01,14150000.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
2012-04-01,33827671.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1
2012-04-01,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
2012-05-01,12377942.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1
2012-05-01,34316317.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1
2012-05-01,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0
2012-06-01,44258873.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1
2012-06-01,107355041.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1
2012-06-01,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0
2012-07-01,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
2012-07-01,42571499.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1
2012-07-01,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0
2012-08-01,0.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0
2012-08-01,8649000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
2012-08-01,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0
2012-09-01,23579666.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
2012-09-01,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0
2012-09-01,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0
2012-10-01,34014877.0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1
2012-10-01,41748229.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
2012-10-01,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0
2012-11-01,24215426.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2012-11-01,42570743.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1
2012-11-01,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0
2012-12-01,0.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0
2012-12-01,29285406.0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
2012-12-01,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0
2013-01-01,4674955.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
2013-01-01,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
2013-01-01,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
