CO_ANO,CO_MES,nick,SG_UF_NCM,comex,KG_LIQUIDO,VL_FOB
2009,1,soja,BA,exp,27862423.0,14936037.313432835
2009,2,SAM_k,BA,imp,1615420.0,137068.0
2009,2,café,BA,exp,3062760.0,9913701.492537312
2009,2,soja,BA,exp,4533275.0,2571111.9402985075
2009,3,SAM_k,BA,imp,1954373.0,165829.0
2009,3,café,BA,exp,3498020.0,11075038.80597015
2009,3,soja,BA,exp,59005775.0,33304423.880597014
2009,4,MAP_k,BA,imp,4200000.0,1667647.0
2009,4,MOP_k,BA,imp,5043680.0,3722465.0
2009,4,SAM_k,BA,imp,2500000.0,279891.0
2009,4,café,BA,exp,3172620.0,10203002.985074626
2009,4,soja,BA,exp,42174622.0,23812294.029850744
2009,5,MAP_k,BA,imp,17570676.0,5795494.0
2009,5,SAM_k,BA,imp,9000946.0,1362110.0
2009,5,café,BA,exp,2607000.0,8321749.253731343
2009,5,soja,BA,exp,150392914.0,86304597.01492538
2009,6,MAP_k,BA,imp,5558437.0,1961323.0
2009,6,MOP_k,BA,imp,32499430.0,24169600.0
2009,6,SAM_k,BA,imp,6128363.0,754845.0
2009,6,café,BA,exp,3278220.0,10771701.492537314
2009,6,soja,BA,exp,176262984.0,105225594.02985074
2009,7,MAP_k,BA,imp,18174950.0,4983156.0
2009,7,café,BA,exp,2691600.0,9390655.223880596
2009,7,soja,BA,exp,101004802.0,58978311.940298505
2009,8,MAP_k,BA,imp,13957048.0,4045469.0
2009,8,MOP_k,BA,imp,37993477.0,22302309.0
2009,8,SAM_k,BA,imp,12768004.0,1109950.0
2009,8,café,BA,exp,3208440.0,11598119.402985074
2009,8,soja,BA,exp,56279114.0,33844092.53731343
2009,9,MAP_k,BA,imp,25082443.0,7646521.0
2009,9,MOP_k,BA,imp,25277679.0,13850580.0
2009,9,café,BA,exp,2863140.0,9971032.835820895
2009,10,MAP_k,BA,imp,16523443.0,5362649.0
2009,10,MOP_k,BA,imp,7003360.0,3317894.0
2009,10,SAM_k,BA,imp,6865332.0,857292.0
2009,10,UREIA_k,BA,imp,5300049.0,1371804.0
2009,10,café,BA,exp,3458940.0,12967820.895522388
2009,10,soja,BA,exp,72445103.0,44732247.76119402
2009,11,MAP_k,BA,imp,8410700.0,2679707.0
2009,11,MOP_k,BA,imp,15300000.0,7740752.0
2009,11,NPK_k,BA,imp,1575000.0,456225.0
2009,11,café,BA,exp,3007400.0,10979682.089552237
2009,11,soja,BA,exp,7384766.0,4563123.880597015
2009,12,SAM_k,BA,imp,7455321.0,803121.0
2009,12,café,BA,exp,1530240.0,5905998.507462686
2010,1,MAP_k,BA,imp,11065162.0,3605365.0
2010,1,MOP_k,BA,imp,12190943.0,4999449.0
2010,1,café,BA,exp,836400.0,3068599.9999999995
2010,2,NP_k,BA,imp,621000.0,616234.0
2010,2,SAM_k,BA,imp,6000355.0,776337.0
2010,2,café,BA,exp,1434360.0,5586033.823529411
2010,3,MAP_k,BA,imp,8723344.0,4260627.0
2010,3,MOP_k,BA,imp,7107759.0,3149667.0
2010,3,NP_k,BA,imp,156000.0,143893.0
2010,3,café,BA,exp,2751740.0,10571920.588235294
2010,3,soja,BA,exp,2067790.0,1195683.8235294116
2010,4,MAP_k,BA,imp,11777889.0,6162487.0
2010,4,MOP_k,BA,imp,9177003.0,3647181.0
2010,4,café,BA,exp,2834540.0,10682586.764705881
2010,4,soja,BA,exp,89604202.0,47346805.88235293
2010,5,MAP_k,BA,imp,13955764.0,6429391.0
2010,5,MOP_k,BA,imp,10037140.0,3540686.0
2010,5,SAM_k,BA,imp,7873966.0,1121183.0
2010,5,café,BA,exp,1891800.0,7163429.411764706
2010,5,soja,BA,exp,330073461.0,176954879.4117647
2010,6,MAP_k,BA,imp,9902971.0,4596192.0
2010,6,MOP_k,BA,imp,31439169.0,11614684.0
2010,6,SAM_k,BA,imp,4000000.0,458253.0
2010,6,café,BA,exp,2569140.0,9306872.05882353
2010,6,soja,BA,exp,311227562.0,166763576.4705882
2010,7,MAP_k,BA,imp,15392823.0,7113567.0
2010,7,MOP_k,BA,imp,25807191.0,8768236.0
2010,7,SAM_k,BA,imp,5038261.0,552188.0
2010,7,café,BA,exp,165600.0,641860.294117647
2010,7,soja,BA,exp,280669352.0,157181307.3529412
2010,8,MAP_k,BA,imp,14190427.0,6410555.0
2010,8,MOP_k,BA,imp,10331246.0,3391247.0
2010,8,SAM_k,BA,imp,8107249.0,854936.0
2010,8,café,BA,exp,864000.0,3281929.4117647056
2010,8,soja,BA,exp,188188999.0,108961279.4117647
2010,9,MOP_k,BA,imp,38739442.0,13100733.0
2010,9,NP_k,BA,imp,144000.0,119079.0
2010,9,soja,BA,exp,238234729.0,145366432.35294116
2010,10,MAP_k,BA,imp,20855533.0,10513538.0
2010,10,MOP_k,BA,imp,29551636.0,9769050.0
2010,10,soja,BA,exp,34453251.0,20583650.0
2010,11,MAP_k,BA,imp,22729307.0,12450559.0
2010,11,MOP_k,BA,imp,43812854.0,15351198.0
2010,11,NP_k,BA,imp,1800000.0,1599737.0
2010,11,SAM_k,BA,imp,4008064.0,528178.0
2010,11,UREIA_k,BA,imp,11788591.0,3968684.0
2010,11,café,BA,exp,172800.0,625367.6470588235
2010,12,MOP_k,BA,imp,8045171.0,2820951.0
2010,12,SAM_k,BA,imp,6148566.0,972279.0
2010,12,café,BA,exp,163200.0,593388.2352941176
2011,1,MAP_k,BA,imp,9150123.0,5725748.0
2011,1,MOP_k,BA,imp,30503618.0,11248934.0
2011,1,SAM_k,BA,imp,2000000.0,407703.0
2011,1,café,BA,exp,192000.0,676114.2857142858
2011,2,SAM_k,BA,imp,4404017.0,862555.0
2011,2,café,BA,exp,386400.0,1481457.142857143
2011,3,MAP_k,BA,imp,31767710.0,19212323.0
2011,3,MOP_k,BA,imp,15331624.0,6136703.0
2011,3,SAM_k,BA,imp,2200000.0,443904.0
2011,3,café,BA,exp,91200.0,345965.7142857143
2011,4,MAP_k,BA,imp,14008649.0,8414908.0
2011,4,MOP_k,BA,imp,39744334.0,16436044.0
2011,4,NP_k,BA,imp,504000.0,437390.0
2011,4,SAM_k,BA,imp,3147385.0,626181.0
2011,5,MAP_k,BA,imp,21401039.0,13682681.0
2011,5,MOP_k,BA,imp,56360927.0,24800811.0
2011,5,SAM_k,BA,imp,5002500.0,940563.0
2011,5,soja,BA,exp,58662048.0,32696628.57142858
2011,6,MAP_k,BA,imp,17966159.0,11415085.0
2011,6,MOP_k,BA,imp,34991639.0,16367737.0
2011,6,SAM_k,BA,imp,9108790.0,1727839.0
2011,7,MAP_k,BA,imp,25467220.0,16820026.0
2011,7,MOP_k,BA,imp,43440663.0,20994850.0
2011,7,NP_k,BA,imp,1025000.0,1017767.0
2011,7,SAM_k,BA,imp,9002491.0,1822356.0
2011,7,soja,BA,exp,26692045.0,16254387.142857144
2011,8,MAP_k,BA,imp,34085162.0,22231957.0
2011,8,MOP_k,BA,imp,45783995.0,23694650.0
2011,8,SAM_k,BA,imp,4750000.0,1273615.0
2011,8,café,BA,exp,663000.0,2380577.142857143
2011,8,soja,BA,exp,22499466.0,11904467.142857144
2011,9,MAP_k,BA,imp,33453953.0,22676217.0
2011,9,MOP_k,BA,imp,54393785.0,28742469.0
2011,9,soja,BA,exp,47599643.0,27979254.285714287
2011,10,MAP_k,BA,imp,20269521.0,14015856.0
2011,10,MOP_k,BA,imp,40116685.0,20289579.0
2011,10,NP_k,BA,imp,4339200.0,4380670.0
2011,10,SAM_k,BA,imp,13582575.0,3176152.0
2011,11,MAP_k,BA,imp,5904530.0,4304239.0
2011,11,NP_k,BA,imp,130000.0,142651.0
2011,11,SAM_k,BA,imp,1544843.0,392612.0
2011,12,MAP_k,BA,imp,7889407.0,5316743.0
2011,12,MOP_k,BA,imp,8112690.0,4265891.0
2011,12,café,BA,exp,38400.0,130677.14285714288
2012,1,MAP_k,BA,imp,500000.0,563250.0
2012,1,SAM_k,BA,imp,2500000.0,573723.0
2012,2,MAP_k,BA,imp,11358215.0,6312614.0
2012,3,MAP_k,BA,imp,5240840.0,3000630.0
2012,3,MOP_k,BA,imp,1008000.0,543449.0
2012,3,SAM_k,BA,imp,4000000.0,793855.0
2012,4,MAP_k,BA,imp,14150000.0,7312236.0
2012,4,MOP_k,BA,imp,33827671.0,16102501.0
2012,4,SAM_k,BA,imp,4507519.0,873015.0
2012,5,MAP_k,BA,imp,12377942.0,6524105.0
2012,5,MOP_k,BA,imp,34316317.0,16869932.0
2012,5,SAM_k,BA,imp,6060847.0,1343564.0
2012,5,café,BA,exp,99600.0,379644.4444444445
2012,5,milho,BA,exp,24009585.0,8782505.555555556
2012,6,MAP_k,BA,imp,44258873.0,26076689.0
2012,6,MOP_k,BA,imp,107355041.0,52857713.0
2012,6,SAM_k,BA,imp,6052148.0,1518544.0
2012,6,café,BA,exp,242700.0,893980.5555555556
2012,6,milho,BA,exp,29379956.0,10329504.166666668
2012,7,MOP_k,BA,imp,43771499.0,21885251.0
2012,7,SAM_k,BA,imp,12248744.0,3074192.0
2012,7,café,BA,exp,241200.0,886026.388888889
2012,7,milho,BA,exp,81299098.0,29218204.166666668
2012,8,MOP_k,BA,imp,8649000.0,4376823.0
2012,8,café,BA,exp,95400.0,353727.7777777778
2012,8,milho,BA,exp,55907360.0,17962154.166666668
2012,9,MAP_k,BA,imp,23579666.0,13953905.0
2012,9,café,BA,exp,56400.0,213484.72222222225
2012,9,milho,BA,exp,41884424.0,16259720.833333332
2012,10,MAP_k,BA,imp,34014877.0,20215768.0
2012,10,MOP_k,BA,imp,41748229.0,20746552.0
2012,10,SAM_k,BA,imp,12911924.0,2520693.0
2012,10,milho,BA,exp,3000000.0,1075208.3333333335
2012,11,MAP_k,BA,imp,24215426.0,14155601.0
2012,11,MOP_k,BA,imp,42570743.0,21278994.0
2012,11,NP_k,BA,imp,4029380.0,3858001.0
2012,11,café,BA,exp,116400.0,383773.6111111111
2012,11,milho,BA,exp,3030417.0,1309476.388888889
2012,12,MOP_k,BA,imp,30383406.0,14591319.0
2012,12,SAM_k,BA,imp,1953466.0,411442.0
2012,12,café,BA,exp,532800.0,1916666.6666666667
2013,1,MAP_k,BA,imp,4674955.0,2468045.0
2013,1,SAM_k,BA,imp,5317283.0,1324439.0
2013,1,café,BA,exp,120600.0,456427.39726027404
2013,2,MOP_k,BA,imp,3000000.0,1332601.0
2013,2,SAM_k,BA,imp,4415065.0,882308.0
2013,2,café,BA,exp,227760.0,833623.2876712328
2013,3,MAP_k,BA,imp,7650000.0,3975643.0
2013,3,SAM_k,BA,imp,3150000.0,683048.0
2013,3,café,BA,exp,176400.0,645606.8493150685
2013,4,MAP_k,BA,imp,8944423.0,4687035.0
2013,4,MOP_k,BA,imp,3500280.0,1432863.0
2013,4,café,BA,exp,410400.0,1625709.589041096
2013,5,MAP_k,BA,imp,5496249.0,2726223.0
2013,5,MOP_k,BA,imp,43712153.0,17616789.0
2013,5,NP_k,BA,imp,1238070.3274001104,2374448.0
2013,5,SAM_k,BA,imp,2059590.0,487304.0
2013,5,café,BA,exp,97200.0,361546.5753424658
2013,6,MAP_k,BA,imp,7500700.0,4035022.0
2013,6,MOP_k,BA,imp,31863507.0,13296021.0
2013,6,SAM_k,BA,imp,5653847.0,1265369.0
2013,6,UREIA_k,BA,imp,7164975.0,2862583.0
2013,6,café,BA,exp,122400.0,457386.30136986304
2013,6,milho,BA,exp,25609593.0,9395604.109589042
2013,7,MAP_k,BA,imp,46851673.0,24908350.0
2013,7,MOP_k,BA,imp,59617739.0,25028330.0
2013,7,SAM_k,BA,imp,2000000.0,351057.0
2013,7,café,BA,exp,1370640.0,4746293.150684931
2013,7,milho,BA,exp,72945485.0,25027019.178082194
2013,8,MAP_k,BA,imp,32760040.0,16718990.0
2013,8,MOP_k,BA,imp,28221460.0,11491480.0
2013,8,SAM_k,BA,imp,6907223.0,1198789.0
2013,8,UREIA_k,BA,imp,11220358.0,4043430.0
2013,8,café,BA,exp,1287600.0,4306198.630136986
2013,8,milho,BA,exp,37321657.0,12578158.90410959
2013,9,MAP_k,BA,imp,18421642.0,8760143.0
2013,9,MOP_k,BA,imp,23854134.0,9121270.0
2013,9,NPK_k,BA,imp,3300000.0,1229642.0
2013,9,NP_k,BA,imp,324324.0,517250.0
2013,9,UREIA_k,BA,imp,3402614.0,1201920.0
2013,9,café,BA,exp,1848600.0,6168412.328767124
2013,9,milho,BA,exp,29534916.0,8455886.301369863
2013,10,MAP_k,BA,imp,26330070.0,13138931.0
2013,10,MOP_k,BA,imp,104463556.0,40866879.0
2013,10,NP_k,BA,imp,4632258.0,4901099.0
2013,10,SAM_k,BA,imp,22418352.0,3565561.0
2013,10,café,BA,exp,2286480.0,7388757.534246575
2013,11,MAP_k,BA,imp,14008192.0,6326289.0
2013,11,MOP_k,BA,imp,38541580.0,14653566.0
2013,11,SAM_k,BA,imp,4066170.0,463610.0
2013,11,UREIA_k,BA,imp,9887785.0,3156235.0
2013,11,café,BA,exp,1705980.0,5346805.479452055
2013,12,MAP_k,BA,imp,17181817.0,7318711.0
2013,12,MOP_k,BA,imp,21289647.0,7678806.0
2013,12,NP_k,BA,imp,3001700.0,3004103.0
2013,12,SAM_k,BA,imp,1500000.0,194491.0
2013,12,café,BA,exp,861000.0,2859182.1917808224
2014,1,MAP_k,BA,imp,19275598.0,7889014.0
2014,1,MOP_k,BA,imp,17566539.0,6065077.0
2014,1,NPK_k,BA,imp,1650000.0,522658.0
2014,1,SAM_k,BA,imp,1575000.0,209359.0
2014,1,café,BA,exp,2020560.0,6527963.513513514
2014,2,MOP_k,BA,imp,25014765.0,7303923.0
2014,2,NP_k,BA,imp,4605340.0,4207551.0
2014,2,SAM_k,BA,imp,5000000.0,540271.0
2014,2,UREIA_k,BA,imp,21318322.0,6843626.0
2014,2,café,BA,exp,2252400.0,7593078.378378378
2014,2,milho,BA,exp,6100000.0,1648648.6486486488
2014,3,MAP_k,BA,imp,780000.0,782712.0
2014,3,MOP_k,BA,imp,28280601.0,8320218.0
2014,3,NP_k,BA,imp,144000.0,127054.0
2014,3,SAM_k,BA,imp,5203957.0,767113.0
2014,3,café,BA,exp,844740.0,2988033.7837837837
2014,4,MAP_k,BA,imp,5648018.0,2941843.0
2014,4,MOP_k,BA,imp,10063370.0,2766882.0
2014,4,café,BA,exp,714540.0,2545948.6486486485
2014,5,MAP_k,BA,imp,26250000.0,13176060.0
2014,5,MOP_k,BA,imp,48142412.0,14476868.0
2014,5,NPK_k,BA,imp,3300000.0,1200752.0
2014,5,SAM_k,BA,imp,5401065.0,801037.0
2014,5,café,BA,exp,136800.0,459068.91891891893
2014,6,MAP_k,BA,imp,25836515.0,12240565.0
2014,6,MOP_k,BA,imp,35038520.0,10658043.0
2014,6,NP_k,BA,imp,1077586.5617435044,2387629.0
2014,6,café,BA,exp,76620.0,244016.2162162162
2014,7,MAP_k,BA,imp,34951688.0,16079104.0
2014,7,MOP_k,BA,imp,93164257.0,29028637.0
2014,7,NP_k,BA,imp,164736.0,409895.0
2014,7,SAM_k,BA,imp,5132316.0,686764.0
2014,7,café,BA,exp,38400.0,153333.7837837838
2014,7,milho,BA,exp,27155950.0,8611232.432432432
2014,8,MAP_k,BA,imp,6402000.0,3257455.0
2014,8,MOP_k,BA,imp,60643271.0,20020760.0
2014,8,NP_k,BA,imp,136747.0,293842.0
2014,8,SAM_k,BA,imp,9303329.0,1167033.0
2014,8,UREIA_k,BA,imp,5264477.0,1697824.0
2014,8,café,BA,exp,192000.0,596995.945945946
2014,9,MAP_k,BA,imp,54877161.0,26336602.0
2014,9,MOP_k,BA,imp,30910484.0,10295691.0
2014,9,NP_k,BA,imp,125199.0,196558.0
2014,9,SAM_k,BA,imp,8407686.0,1059385.0
2014,9,UREIA_k,BA,imp,1832940.0,635142.0
2014,9,café,BA,exp,288000.0,1022306.7567567567
2014,10,MAP_k,BA,imp,21670782.0,11074967.0
2014,10,MOP_k,BA,imp,69132686.0,22992268.0
2014,10,NPK_k,BA,imp,5202436.0,1845625.0
2014,10,NP_k,BA,imp,3901300.0,3612946.0
2014,10,UREIA_k,BA,imp,28026405.0,8496887.0
2014,10,café,BA,exp,326400.0,1134758.1081081082
2014,10,soja,BA,exp,9604222.0,5796797.297297297
2014,11,MAP_k,BA,imp,10404297.0,5120205.0
2014,11,MOP_k,BA,imp,62566203.0,21217625.0
2014,11,NP_k,BA,imp,1125311.327748314,2497248.0
2014,11,SAM_k,BA,imp,11574740.0,1759204.0
2014,11,UREIA_k,BA,imp,3323500.0,1240422.0
2014,11,café,BA,exp,206400.0,697337.8378378379
2014,12,MAP_k,BA,imp,13156228.0,6444335.0
2014,12,MOP_k,BA,imp,7737854.0,2611739.0
2014,12,NPK_k,BA,imp,2461944.0,782459.0
2014,12,SAM_k,BA,imp,1656229.0,362914.0
2014,12,UREIA_k,BA,imp,6300832.0,2210155.0
2014,12,café,BA,exp,356400.0,1320129.72972973
2014,12,milho,BA,exp,22585893.0,5585429.72972973
2015,1,MAP_k,BA,imp,9061396.0,4761687.0
2015,1,MOP_k,BA,imp,14295646.0,4681797.0
2015,1,UREIA_k,BA,imp,2681783.0,852542.0
2015,1,café,BA,exp,189600.0,651250.0
2015,1,milho,BA,exp,7486339.0,1851351.351351352
2015,2,MAP_k,BA,imp,9885437.0,5020617.0
2015,2,MOP_k,BA,imp,42669272.0,14324930.0
2015,2,NP_k,BA,imp,1084016.4103106835,2013232.0
2015,2,SAM_k,BA,imp,3000424.0,665966.0
2015,2,café,BA,exp,565200.0,2018835.135135135
2015,2,milho,BA,exp,66999842.0,16274614.864864863
2015,3,MAP_k,BA,imp,9315162.0,4794651.0
2015,3,MOP_k,BA,imp,10055112.0,3403462.0
2015,3,SAM_k,BA,imp,5380114.0,792078.0
2015,3,café,BA,exp,1840025.0,6686722.972972973
2015,3,soja,BA,exp,50533898.0,26713158.108108107
2015,4,MAP_k,BA,imp,1098000.0,823744.0
2015,4,MOP_k,BA,imp,18098492.0,6156826.0
2015,4,SAM_k,BA,imp,2200700.0,343146.0
2015,4,café,BA,exp,1254120.0,4238831.081081081
2015,4,soja,BA,exp,280292874.0,146666378.37837836
2015,5,MAP_k,BA,imp,12680729.0,6648237.0
2015,5,MOP_k,BA,imp,23948298.0,7970500.0
2015,5,café,BA,exp,2716555.0,9026282.432432434
2015,5,soja,BA,exp,268055397.0,140103747.2972973
2015,6,MAP_k,BA,imp,37551889.0,17304670.0
2015,6,MOP_k,BA,imp,40635271.0,12628948.0
2015,6,SAM_k,BA,imp,9744090.0,1522727.0
2015,6,café,BA,exp,1442955.0,5179493.243243244
2015,6,soja,BA,exp,321722492.0,170000685.13513514
2015,7,MAP_k,BA,imp,15628826.0,7251861.0
2015,7,MOP_k,BA,imp,17386980.0,5693295.0
2015,7,SAM_k,BA,imp,8000000.0,1138661.0
2015,7,UREIA_k,BA,imp,1152000.0,330321.0
2015,7,café,BA,exp,2288510.0,7528086.486486486
2015,7,milho,BA,exp,30141153.0,6822900.0
2015,7,soja,BA,exp,372132336.0,194818725.6756757
2015,8,MAP_k,BA,imp,19938994.0,10032050.0
2015,8,MOP_k,BA,imp,61438582.0,19124770.0
2015,8,NP_k,BA,imp,147552.0,259694.0
2015,8,UREIA_k,BA,imp,3689138.0,947289.0
2015,8,café,BA,exp,2634891.0,8161728.378378379
2015,8,soja,BA,exp,339733186.0,178674666.21621624
2015,9,MAP_k,BA,imp,20865745.0,9599869.0
2015,9,MOP_k,BA,imp,88807112.0,27869555.0
2015,9,NP_k,BA,imp,6150411.0,5758907.0
2015,9,SAM_k,BA,imp,8353953.0,1220100.0
2015,9,UREIA_k,BA,imp,4867613.0,1422953.0
2015,9,café,BA,exp,2996232.0,10170666.216216216
2015,9,soja,BA,exp,355228451.0,183928967.5675676
2015,10,MAP_k,BA,imp,15495784.0,7081901.0
2015,10,MOP_k,BA,imp,40048831.0,12075960.0
2015,10,NPK_k,BA,imp,3371413.0,1195517.0
2015,10,NP_k,BA,imp,188645.0,341472.0
2015,10,SAM_k,BA,imp,10946623.0,1417578.0
2015,10,café,BA,exp,3946716.0,12674281.081081083
2015,10,soja,BA,exp,383904316.0,197579856.75675675
2015,11,MAP_k,BA,imp,13158585.0,6600318.0
2015,11,MOP_k,BA,imp,23936357.0,6812677.0
2015,11,NP_k,BA,imp,5398567.0,4359094.0
2015,11,café,BA,exp,3132043.0,10359422.972972972
2015,11,soja,BA,exp,146037126.0,74363489.1891892
2015,12,MOP_k,BA,imp,24229766.0,6680342.0
2015,12,NPK_k,BA,imp,4775000.0,1651918.0
2015,12,NP_k,BA,imp,1645207.0,1549193.0
2015,12,café,BA,exp,1584612.0,4856983.783783784
2015,12,soja,BA,exp,92227556.0,50555931.08108108
2016,1,MAP_k,BA,imp,600000.0,403568.0
2016,1,NP_k,BA,imp,523236.0,386143.0
2016,1,SAM_k,BA,imp,3625000.0,614437.0
2016,1,café,BA,exp,1537339.0,4975704.0
2016,2,MAP_k,BA,imp,11233838.0,4780392.0
2016,2,MOP_k,BA,imp,14008146.0,3584253.0
2016,2,NP_k,BA,imp,250000.0,185841.0
2016,2,SAM_k,BA,imp,6616800.0,961234.0
2016,2,café,BA,exp,2286449.0,7396285.333333333
2016,2,milho,BA,exp,23668020.0,5346132.0
2016,3,MAP_k,BA,imp,6667527.0,2431966.0
2016,3,MOP_k,BA,imp,8976100.0,2884870.0
2016,3,café,BA,exp,1518818.0,5153301.333333333
2016,3,soja,BA,exp,106983442.0,50764190.666666664
2016,4,MAP_k,BA,imp,1816678.0,856415.0
2016,4,MOP_k,BA,imp,18066534.0,3814679.0
2016,4,SAM_k,BA,imp,4827151.0,653179.0
2016,4,café,BA,exp,1186322.0,3855324.0
2016,4,soja,BA,exp,319234647.0,150256325.33333334
2016,5,MAP_k,BA,imp,11943750.0,4391523.0
2016,5,MOP_k,BA,imp,50783760.0,10643679.0
2016,5,NP_k,BA,imp,5002000.0,3919786.0
2016,5,SAM_k,BA,imp,6890000.0,975846.0
2016,5,café,BA,exp,1216646.0,3903252.0
2016,5,soja,BA,exp,352879352.0,170112385.3333333
2016,6,MAP_k,BA,imp,1486000.0,922043.0
2016,6,MOP_k,BA,imp,7150088.0,1614368.0
2016,6,café,BA,exp,2123096.0,6793698.666666667
2016,6,soja,BA,exp,81547725.0,40719837.333333336
2016,7,MAP_k,BA,imp,39426041.0,14396939.0
2016,7,MOP_k,BA,imp,72533348.0,15634509.0
2016,7,NPK_k,BA,imp,4033202.0,1122631.0
2016,7,SAM_k,BA,imp,5200000.0,646909.0
2016,7,café,BA,exp,915295.0,3000742.666666667
2016,7,soja,BA,exp,72102331.0,37071554.666666664
2016,8,MAP_k,BA,imp,27615043.0,9578475.0
2016,8,MOP_k,BA,imp,35824874.0,7632801.0
2016,8,SAM_k,BA,imp,8962330.0,1128192.0
2016,8,café,BA,exp,753870.0,2601764.0
2016,8,soja,BA,exp,247868791.0,127560088.0
2016,9,MAP_k,BA,imp,1974140.0,967972.0
2016,9,MOP_k,BA,imp,29602665.0,5979409.0
2016,9,NPK_k,BA,imp,5164131.0,862355.0
2016,9,NP_k,BA,imp,1251300.0,983899.0
2016,9,SAM_k,BA,imp,5400780.0,839449.0
2016,9,café,BA,exp,1389135.0,5053622.666666667
2016,9,soja,BA,exp,71853729.0,39287499.99999999
2016,10,MAP_k,BA,imp,17671751.0,6538402.0
2016,10,MOP_k,BA,imp,25613041.0,5367789.0
2016,10,NPK_k,BA,imp,5023453.0,825880.0
2016,10,NP_k,BA,imp,140101.0,328696.0
2016,10,SAM_k,BA,imp,1272396.0,162746.0
2016,10,café,BA,exp,700744.0,2586837.3333333335
2016,10,soja,BA,exp,70342795.0,37333804.0
2016,11,MAP_k,BA,imp,300000.0,175176.0
2016,11,NP_k,BA,imp,132431.0,293465.0
2016,11,café,BA,exp,482400.0,1776632.0
2016,12,MAP_k,BA,imp,6030500.0,2423202.0
2016,12,MOP_k,BA,imp,5006440.0,1117819.0
2016,12,NP_k,BA,imp,115957.0,219708.0
2016,12,SAM_k,BA,imp,3000000.0,363962.0
2016,12,café,BA,exp,1070084.0,4014434.666666667
2016,12,soja,BA,exp,70405782.0,38954441.333333336
2017,1,MAP_k,BA,imp,60911490.0,21431753.0
2017,1,MOP_k,BA,imp,129030846.0,27785893.0
2017,1,NPK_k,BA,imp,7268123.0,1928752.0
2017,1,NP_k,BA,imp,1053561.816286063,2031967.0
2017,1,SAM_k,BA,imp,6001866.0,713284.0
2017,1,UREIA_k,BA,imp,30804902.0,6165050.0
2017,1,café,BA,exp,2261112.0,8128161.038961039
2017,2,MAP_k,BA,imp,11022888.0,4172301.0
2017,2,MOP_k,BA,imp,12593650.0,2902594.0
2017,2,NP_k,BA,imp,1250000.0,982876.0
2017,2,SAM_k,BA,imp,4790000.0,558196.0
2017,2,UREIA_k,BA,imp,5002676.0,1098482.0
2017,2,café,BA,exp,990384.0,3452887.012987013
2017,2,soja,BA,exp,2780000.0,1426831.168831169
2017,3,MAP_k,BA,imp,16605218.0,5946978.0
2017,3,MOP_k,BA,imp,23312647.0,5091609.0
2017,3,NPK_k,BA,imp,1631206.0,447164.0
2017,3,NP_k,BA,imp,1392727.0,1061954.0
2017,3,SAM_k,BA,imp,13094598.0,1601334.0
2017,3,UREIA_k,BA,imp,5002341.0,1511247.0
2017,3,café,BA,exp,1300587.0,4845381.818181818
2017,3,soja,BA,exp,175943528.0,91047551.94805194
2017,4,MAP_k,BA,imp,432000.0,252958.0
2017,4,MOP_k,BA,imp,24266410.0,5584424.0
2017,4,NP_k,BA,imp,2001612.0,1509990.0
2017,4,UREIA_k,BA,imp,5002340.0,1374732.0
2017,4,café,BA,exp,1665918.0,5802996.103896104
2017,4,soja,BA,exp,301015884.0,149923607.7922078
2017,5,MAP_k,BA,imp,27198712.0,10381130.0
2017,5,MOP_k,BA,imp,24557327.0,5800415.0
2017,5,SAM_k,BA,imp,3040366.0,372469.0
2017,5,café,BA,exp,1359068.0,4812590.909090909
2017,5,soja,BA,exp,460764858.0,221566319.48051947
2017,6,MAP_k,BA,imp,7376180.0,3071437.0
2017,6,MOP_k,BA,imp,34021708.0,8480923.0
2017,6,NPK_k,BA,imp,6500000.0,1336714.0
2017,6,NP_k,BA,imp,1150154.0,635615.0
2017,6,café,BA,exp,1043701.0,3546890.909090909
2017,6,soja,BA,exp,369468355.0,177215279.22077924
2017,7,MAP_k,BA,imp,35397594.0,13315403.0
2017,7,MOP_k,BA,imp,33710561.0,8522620.0
2017,7,NPK_k,BA,imp,8608644.0,2391180.0
2017,7,NP_k,BA,imp,1423272.04892068,2771151.0
2017,7,café,BA,exp,993746.0,3254012.987012987
2017,7,soja,BA,exp,290662209.0,138412668.83116883
2017,8,MAP_k,BA,imp,36478504.0,13575544.0
2017,8,MOP_k,BA,imp,74323943.0,18817948.0
2017,8,NP_k,BA,imp,1336587.0477240842,2598770.0
2017,8,SAM_k,BA,imp,6503150.0,708211.0
2017,8,café,BA,exp,928340.0,3201633.766233766
2017,8,soja,BA,exp,537651279.0,265734859.74025974
2017,9,MAP_k,BA,imp,31333054.0,11096571.0
2017,9,MOP_k,BA,imp,52329945.0,13731565.0
2017,9,UREIA_k,BA,imp,25991059.0,1936336.0
2017,9,café,BA,exp,1387481.0,4754190.909090909
2017,9,soja,BA,exp,322326410.0,160313758.44155845
2017,10,MAP_k,BA,imp,8994242.0,3292175.0
2017,10,MOP_k,BA,imp,42192650.0,11544900.0
2017,10,NPK_k,BA,imp,5530211.0,1070215.0
2017,10,NP_k,BA,imp,127140.0,372015.0
2017,10,SAM_k,BA,imp,7503833.0,799959.0
2017,10,UREIA_k,BA,imp,9482049.0,2028901.0
2017,10,café,BA,exp,1664840.0,6091592.207792208
