CO_ANO,CO_MES,CO_NCM,nick,SG_UF_NCM,CO_PAIS,CO_URF,KG_LIQUIDO,VL_FOB,VL_FRETE,VL_SEGURO
2003,2,31042090,MOP,MG,23,727600,3000000,354000,36000,464
2003,2,31042090,MOP,MG,23,817800,5000000,590000,60000,1500
2003,2,31042090,MOP,MG,149,817800,6000000,687500,70620,3552
2003,2,31042090,MOP,MG,149,910700,5700682,630927,68400,1082
2003,2,31042090,MOP,MG,249,617600,1,115,15,2
2003,2,31042090,MOP,MG,383,727600,6000000,759000,72000,2719
2003,2,31042090,MOP,MT,23,910700,3004691,336582,37315,279
2003,2,31042090,MOP,MT,149,817800,1000000,115500,11770,596
2003,2,31042090,MOP,MT,149,910700,3000000,350482,36000,951
2003,2,31042090,MOP,MT,676,910700,20185527,2465851,160000,0
2003,2,31042090,MOP,PR,23,440100,400000,49200,6256,30
2003,2,31042090,MOP,PR,23,910700,10021824,1137275,120000,2564
2003,2,31042090,MOP,PR,85,440100,1652325,218107,18608,121
2003,2,31042090,MOP,PR,85,910700,19165570,2358928,153303,7200
2003,2,31042090,MOP,PR,149,910700,38350000,4306406,460200,12591
2003,2,31042090,MOP,PR,383,440100,5700000,741250,86337,413
2003,2,31042090,MOP,PR,676,910700,5916015,721885,54104,2031
2003,2,31042090,MOP,RS,23,1010500,8000000,924000,123664,1218
2003,2,31042090,MOP,SP,23,817700,1,9,3,0
2003,2,31042090,MOP,SP,23,817800,4300096,538197,51652,450
2003,2,31042090,MOP,SP,85,910700,3550500,434678,28400,2264
2003,2,31042090,MOP,SP,149,817800,35000000,4064773,405735,9109
2003,2,31042090,MOP,SP,149,910700,10000000,1111155,120000,2645
2003,2,31042090,MOP,SP,676,910700,900126,103957,7200,554
2003,2,31042090,MOP,ZN,23,217602,1000000,118000,12000,171
2003,2,31042090,MOP,ZN,23,440100,3000000,364991,36000,464
2003,2,31042090,MOP,ZN,23,717600,9223000,1400507,128660,3235
2003,2,31042090,MOP,ZN,23,727600,2000000,236000,24000,309
2003,2,31042090,MOP,ZN,85,440100,5708033,686166,81780,2483
2003,2,31042090,MOP,ZN,249,910700,2505845,331149,30000,0
2003,2,31042090,MOP,ZN,383,327600,4000000,490000,48000,1193
2003,2,31042090,MOP,ZN,383,417600,5000000,641500,80043,1315
2003,2,31042090,MOP,ZN,383,440100,4189454,533969,55644,1953
2003,2,31042090,MOP,ZN,383,727600,4500000,572250,54000,1945
2003,2,31042090,MOP,ZN,383,910700,1700000,218436,20400,0
2003,2,31042090,MOP,ZN,676,417600,3000000,396000,36233,766
2003,2,31042090,MOP,ZN,676,910700,500000,62030,4000,326
2003,2,31052000,NPK,BA,383,517600,252000,75947,10200,179
2003,2,31052000,NPK,PR,999,910700,2335,2899,107,0
2003,2,31052000,NPK,SP,245,817800,20000,11490,500,0
2003,2,31052000,NPK,SP,249,817800,16332,23508,1360,0
2003,2,31052000,NPK,SP,573,817800,42000,33120,1214,0
2003,2,31052000,NPK,SP,999,817800,13612,23841,1990,0
2003,2,31052000,NPK,ZN,999,260151,81000,12420,420,0
2003,2,31054000,MAP,GO,676,910700,7135914,1215469,74800,4647
2003,2,31054000,MAP,MT,676,910700,1004537,171241,10000,0
2003,2,31054000,MAP,PR,249,440100,2100000,331380,49003,188
2003,2,31054000,MAP,PR,249,910700,2500783,403061,35875,2187
2003,2,31054000,MAP,PR,474,440100,1050000,170625,18734,95
2003,2,31054000,MAP,PR,676,910700,3349638,518547,39944,1352
2003,2,31054000,MAP,RS,249,1010500,15451228,2418542,303078,4598
2003,2,31054000,MAP,RS,474,1010500,3339000,551837,32268,0
2003,2,31054000,MAP,SP,23,817600,600,1800,2252,0
2003,2,31054000,MAP,SP,676,910700,6933865,1115709,70800,3605
2003,2,31054000,MAP,ZN,249,440100,1050000,168308,22765,249
2003,2,31054000,MAP,ZN,249,717700,1,302,14,0
2003,2,31054000,MAP,ZN,249,727600,1575982,246688,31500,344
2003,2,31054000,MAP,ZN,249,1010500,1525523,234625,22139,0
2003,2,31054000,MAP,ZN,474,327600,6825000,1115993,98963,2444
2003,2,31054000,MAP,ZN,474,1010500,1050000,173534,10147,0
2003,2,31054000,MAP,ZN,999,327600,1575000,253024,22838,0
2003,2,31055900,NP,BA,245,517600,12768,20991,400,0
2003,2,31055900,NP,GO,676,910700,7648840,884091,91212,3386
2003,2,31055900,NP,PR,676,910700,2817629,349927,33600,939
2003,2,31055900,NP,SP,676,817800,14999960,1485896,150000,3356
2003,2,31055900,NP,SP,676,910700,2566066,311766,30600,624
2003,2,31059090,NK,PR,999,910700,3114,3766,143,0
2003,2,31059090,NK,RS,158,927601,1000000,301353,20369,0
2003,2,31059090,NK,SP,999,817800,50400,16707,1437,151
2003,2,31059090,NK,ZN,245,817800,21480,45063,888,0
2003,3,31021010,UREIA,BA,831,517602,27655804,3892554,219992,0
2003,3,31021010,UREIA,GO,85,910700,602817,68077,4800,262
2003,3,31021010,UREIA,GO,676,817800,1050000,133350,8400,291
2003,3,31021010,UREIA,GO,676,910700,3971852,448648,31587,2185
2003,3,31021010,UREIA,MG,676,817800,3150000,400050,25200,872
2003,3,31021010,UREIA,MG,831,727600,12458121,1529738,99660,1980
2003,3,31021010,UREIA,MG,831,910700,3171000,366170,38052,741
2003,3,31021010,UREIA,MT,676,910700,7137553,803480,60292,786
2003,3,31021010,UREIA,MT,831,910700,4996627,650276,41840,0
2003,3,31021010,UREIA,PR,85,910700,1441428,179474,11478,1031
2003,3,31021010,UREIA,PR,676,910700,9105228,1108170,72479,3715
2003,3,31021010,UREIA,PR,831,910700,27224150,3478347,276800,8004
2003,3,31021010,UREIA,PR,999,927601,2875000,374382,32566,488
2003,3,31021010,UREIA,PR,999,1010500,192005,24016,1916,0
2003,3,31021010,UREIA,RS,676,1010500,4082692,469510,50870,0
2003,3,31021010,UREIA,RS,999,1010500,5237946,728074,86571,1626
2003,3,31021010,UREIA,RS,999,1010500,16578484,2137668,202689,2116
2003,3,31021010,UREIA,RS,999,1015400,8450020,1327746,131990,3181
2003,3,31021010,UREIA,SP,23,817800,3700,7998,2278,67
2003,3,31021010,UREIA,SP,676,817800,11550000,1466850,92400,3199
2003,3,31021010,UREIA,SP,676,910700,1911435,238765,15159,1222
2003,3,31021010,UREIA,SP,831,910700,3119216,382206,33386,932
2003,3,31021010,UREIA,ZN,85,910700,502347,61530,4000,0
2003,3,31021010,UREIA,ZN,676,910700,500277,52773,6000,0
2003,3,31021010,UREIA,ZN,831,727600,1916634,235344,15332,305
2003,3,31021010,UREIA,ZN,831,910700,2830466,365412,22560,709
2003,3,31021010,UREIA,ZN,831,927601,7500000,1113420,73668,2033
2003,3,31021010,UREIA,ZN,999,260151,265000,31800,1260,0
2003,3,31021010,UREIA,ZN,999,927601,3833000,494065,43431,1156
2003,3,31021010,UREIA,ZN,999,1010500,479012,59915,4780,0
2003,3,31022100,SAM,GO,85,910700,13766802,828062,109483,4077
2003,3,31022100,SAM,GO,249,910700,1050374,77684,12600,0
2003,3,31022100,SAM,GO,573,910700,1000000,64228,12000,91
2003,3,31022100,SAM,GO,603,817800,5300000,368146,42400,1526
2003,3,31022100,SAM,GO,603,910700,1500000,113232,12000,560
2003,3,31022100,SAM,MG,85,817800,2330500,141321,18644,832
2003,3,31022100,SAM,MG,85,910700,6254882,348504,49800,667
2003,3,31022100,SAM,MG,249,727600,5025109,314527,59844,1018
2003,3,31022100,SAM,MG,573,910700,300000,18148,3600,124
2003,3,31022100,SAM,MG,603,817800,3700000,298906,29600,784
2003,3,31022100,SAM,MG,603,910700,500000,37744,4000,262
2003,3,31022100,SAM,MT,85,910700,6457734,383949,51400,548
2003,3,31022100,SAM,MT,249,910700,2650944,196059,31800,0
2003,3,31022100,SAM,MT,573,910700,2000000,166955,24000,229
2003,3,31022100,SAM,MT,603,817800,2600000,200603,20800,597
2003,3,31022100,SAM,MT,603,910700,4642683,317174,37141,0
2003,3,31022100,SAM,PR,23,910700,6028886,446009,72441,786
2003,3,31022100,SAM,PR,85,910700,13495370,758696,107406,2458
2003,3,31022100,SAM,PR,249,910700,13972426,1023805,167100,3444
2003,3,31022100,SAM,PR,573,910700,23828018,1864367,285736,4027
2003,3,31022100,SAM,RS,249,417600,3000000,187380,40536,1128
2003,3,31022100,SAM,RS,573,1010500,4440588,276385,55785,0
2003,3,31022100,SAM,SP,23,817600,1,167,16,0
2003,3,31022100,SAM,SP,85,817800,9321629,547683,74573,604
2003,3,31022100,SAM,SP,85,910700,6507999,373665,51800,1539
2003,3,31022100,SAM,SP,249,817600,6,447,44,0
2003,3,31022100,SAM,SP,603,817800,12400000,904723,99200,2621
2003,3,31022100,SAM,SP,603,910700,1000000,63564,8000,242
2003,3,31022100,SAM,SP,999,817800,16,54,3,1
2003,3,31022100,SAM,ZN,85,910700,1908920,116107,15200,55
2003,3,31022100,SAM,ZN,249,327600,6500000,433250,78000,1478
2003,3,31022100,SAM,ZN,249,417600,18506869,1127767,253210,2041
2003,3,31022100,SAM,ZN,249,440100,2877819,189272,34534,256
2003,3,31022100,SAM,ZN,249,717700,1,1499,306,7
2003,3,31022100,SAM,ZN,249,727600,3110591,194695,37044,590
2003,3,31022100,SAM,ZN,573,1010500,501825,39469,6202,0
2003,3,31022100,SAM,ZN,603,910700,549000,35740,4392,0
2003,3,31042090,MOP,BA,149,517602,7079036,814341,84000,1599
2003,3,31042090,MOP,GO,149,817800,4000000,416000,48000,952
2003,3,31042090,MOP,GO,676,817800,500000,51000,6000,117
2003,3,31042090,MOP,GO,676,910700,503274,58100,6000,0
2003,3,31042090,MOP,MG,23,817800,2000000,234000,24000,546
2003,3,31042090,MOP,MG,85,910700,251899,30272,2000,184
2003,3,31042090,MOP,MG,149,727600,8001643,988723,96000,3545
2003,3,31042090,MOP,MG,149,817800,12120000,1334614,139963,3125
2003,3,31042090,MOP,MG,676,817800,4000000,408000,48000,935
2003,3,31042090,MOP,MT,85,910700,3007877,359485,24000,0
2003,3,31042090,MOP,MT,149,817800,2514000,274131,29397,1004
2003,3,31042090,MOP,MT,383,910700,10954907,1407429,131376,0
2003,3,31042090,MOP,MT,676,910700,6513242,790710,56000,1196
2003,3,31042090,MOP,PR,23,910700,36500000,4233169,440119,5556
2003,3,31042090,MOP,PR,85,910700,44481852,5424557,355200,11407
2003,3,31042090,MOP,PR,383,910700,352222,45252,4224,0
2003,3,31042090,MOP,PR,676,910700,1879051,226595,17000,329
2003,3,31042090,MOP,RS,23,1010500,25371213,2930375,400676,3836
2003,3,31042090,MOP,RS,149,1010500,16894242,1995703,229693,970
2003,3,31042090,MOP,RS,149,1015400,5161580,553321,61939,1190
2003,3,31042090,MOP,RS,676,1010500,4159823,435285,51919,0
2003,3,31042090,MOP,SP,23,817800,14300275,1801439,171653,4255
2003,3,31042090,MOP,SP,85,910700,1007595,126354,8000,731
2003,3,31042090,MOP,SP,149,817800,62101000,6912691,701411,15624
2003,3,31042090,MOP,SP,676,817800,7500000,765000,90000,1754
2003,3,31042090,MOP,SP,676,910700,3001739,367630,24000,718
2003,3,31042090,MOP,SP,999,817800,41,136,8,1
2003,3,31042090,MOP,ZN,85,910700,2353883,288285,18820,563
2003,3,31042090,MOP,ZN,149,417600,8500000,937500,136157,1924
2003,3,31042090,MOP,ZN,149,727600,6001027,708735,72000,815
2003,3,31042090,MOP,ZN,149,1010500,5447916,629003,68287,0
2003,3,31042090,MOP,ZN,676,910700,247623,30327,1980,59
2003,3,31042090,MOP,ZN,676,910700,3001739,367630,24000,718
2003,3,31042090,MOP,ZN,999,417600,1495590,176704,23882,0
2003,3,31052000,NPK,BA,245,517600,10500,7930,448,0
2003,3,31052000,NPK,BA,383,517600,252000,77121,9132,180
2003,3,31052000,NPK,SP,23,817800,25000,31861,914,29
2003,3,31052000,NPK,SP,999,817800,18000,12597,570,0
2003,3,31054000,MAP,BA,474,517602,11056474,1938336,173263,4904
2003,3,31054000,MAP,MG,249,910700,2500783,389045,35875,779
2003,3,31054000,MAP,MT,676,910700,7876000,1333888,78760,0
2003,3,31054000,MAP,PR,87,910700,40000,27600,1250,0
2003,3,31054000,MAP,PR,249,910700,14271966,2220279,204738,4447
2003,3,31054000,MAP,PR,474,440100,504000,84420,8991,47
2003,3,31054000,MAP,PR,474,910700,8487307,1489354,100800,3223
2003,3,31054000,MAP,PR,676,910700,20728665,3457370,211587,11200
2003,3,31054000,MAP,RS,249,1010500,8410117,1391875,179794,3523
2003,3,31054000,MAP,RS,474,1010500,7324119,1238327,105617,1046
2003,3,31054000,MAP,RS,999,1010500,2587427,431531,37672,567
2003,3,31054000,MAP,SP,23,817600,1500,4500,5523,0
2003,3,31054000,MAP,SP,23,817800,3000,8746,308,0
2003,3,31054000,MAP,SP,249,910700,3000939,466854,43050,938
2003,3,31054000,MAP,SP,474,910700,4243653,744677,50400,1611
2003,3,31054000,MAP,SP,676,910700,531645,86370,4240,451
2003,3,31054000,MAP,ZN,160,417800,48000,22344,3227,47
2003,3,31054000,MAP,ZN,474,217602,5250000,929473,107779,1259
2003,3,31054000,MAP,ZN,474,440100,1050000,170625,18746,95
2003,3,31054000,MAP,ZN,474,440100,9267813,1611618,139555,2610
2003,3,31054000,MAP,ZN,676,910700,1300000,221620,13000,0
2003,3,31054000,MAP,ZN,676,910700,2500000,417943,25000,1509
2003,3,31055900,NP,PR,676,910700,3859455,486662,46314,1116
2003,3,31055900,NP,RS,999,1011200,250000,48425,2500,0
2003,3,31055900,NP,SP,676,910700,2500000,317793,30000,638
2003,3,31055900,NP,SP,999,817800,4716,4295,145,0
2003,3,31055900,NP,ZN,676,910700,2500000,317793,30000,638
2003,3,31059090,NK,BA,158,927601,300000,90376,6211,0
2003,3,31059090,NK,BA,245,517600,2100,1159,90,0
2003,3,31059090,NK,BA,999,517600,40000,21077,2022,42
2003,3,31059090,NK,BA,999,517600,100800,34503,2490,68
2003,3,31059090,NK,SP,23,817800,159,524,62,3
2003,3,31059090,NK,SP,245,817800,35120,29700,1000,0
2003,3,31059090,NK,SP,249,817800,1250,1851,209,0
2003,3,31059090,NK,SP,999,817800,40283,32015,1342,0
2003,3,31059090,NK,ZN,158,927601,300000,90376,6211,0
2003,3,31059090,NK,ZN,160,517600,2150,14070,1650,0
2003,3,31059090,NK,ZN,245,817800,21140,36077,795,0
2003,3,31059090,NK,ZN,999,417600,50400,15833,2670,34
2003,3,31059090,NK,ZN,999,417600,100800,31667,5340,68
2003,4,31021010,UREIA,GO,676,817800,1000000,144000,8000,312
2003,4,31021010,UREIA,GO,831,910700,1404116,166791,11200,79
2003,4,31021010,UREIA,MG,676,817800,2000000,288000,16000,624
2003,4,31021010,UREIA,MG,831,817800,1100000,174053,8800,222
2003,4,31021010,UREIA,MG,831,910700,3171000,366170,38052,741
2003,4,31021010,UREIA,MT,676,910700,1054800,113332,8400,0
2003,4,31021010,UREIA,MT,831,910700,1103363,133881,8800,53
2003,4,31021010,UREIA,PR,383,910700,3,49,7,0
2003,4,31021010,UREIA,PR,831,910700,500000,60237,6000,0
2003,4,31021010,UREIA,RS,676,1010500,4243276,618967,45364,0
2003,4,31021010,UREIA,RS,831,1010500,39021506,5694224,515738,7090
2003,4,31021010,UREIA,RS,999,1010500,17511822,2808953,256338,6228
2003,4,31021010,UREIA,SP,676,817800,6704185,969747,53633,2221
2003,4,31021010,UREIA,SP,831,817800,7700000,1201167,61600,1648
2003,4,31021010,UREIA,ZN,249,717700,1,432,13,2
2003,4,31021010,UREIA,ZN,676,910700,527400,56666,4200,0
2003,4,31021010,UREIA,ZN,999,260151,456000,54720,2129,0
2003,4,31022100,SAM,BA,87,517602,6891696,443746,81600,916
2003,4,31022100,SAM,GO,249,817800,500000,28000,6000,70
2003,4,31022100,SAM,GO,249,910700,1000000,62980,12000,90
2003,4,31022100,SAM,MG,87,517602,704389,46198,8400,96
2003,4,31022100,SAM,MG,249,817800,3624541,224472,43494,796
2003,4,31022100,SAM,MG,573,910700,800000,57984,9600,319
2003,4,31022100,SAM,MT,603,910700,1000000,61488,8000,0
2003,4,31022100,SAM,MT,603,1010500,1175474,89336,10105,0
2003,4,31022100,SAM,PR,87,440100,3507970,210478,54051,136
2003,4,31022100,SAM,PR,249,440100,4000000,250000,62690,162
2003,4,31022100,SAM,PR,249,910700,24690778,1733661,295291,5034
2003,4,31022100,SAM,PR,603,910700,3700524,279532,29605,810
2003,4,31022100,SAM,RS,85,1010500,4222252,278331,44959,0
2003,4,31022100,SAM,RS,249,1015400,4853570,392144,58242,1007
2003,4,31022100,SAM,RS,603,1010500,6443785,440425,62692,360
2003,4,31022100,SAM,RS,831,1010500,5732668,335395,85487,164
2003,4,31022100,SAM,SP,249,817600,2,59,14,0
2003,4,31022100,SAM,SP,249,817800,4775459,285466,57306,780
2003,4,31022100,SAM,ZN,87,417600,5000000,300000,80893,674
2003,4,31022100,SAM,ZN,87,440100,2013341,125834,32151,307
2003,4,31022100,SAM,ZN,249,440100,23506612,1550135,340727,6158
2003,4,31022100,SAM,ZN,603,910700,421365,31176,3371,67
2003,4,31022100,SAM,ZN,603,1010500,1273430,96781,10947,0
2003,4,31042090,MOP,BA,23,517602,5775460,657667,68400,1468
2003,4,31042090,MOP,GO,85,910700,503797,60710,4000,0
2003,4,31042090,MOP,GO,149,817800,10367000,1187768,104266,1536
2003,4,31042090,MOP,GO,149,910700,2513762,307476,30000,1198
2003,4,31042090,MOP,GO,676,910700,2500352,273728,20000,219
2003,4,31042090,MOP,MG,23,817800,6000000,678000,72000,1539
2003,4,31042090,MOP,MG,149,727600,24006767,2776831,288000,3644
2003,4,31042090,MOP,MG,149,817800,18896000,2090818,201407,7040
2003,4,31042090,MOP,MG,149,910700,301651,37267,3600,0
2003,4,31042090,MOP,MG,676,817800,2850000,290700,34200,667
2003,4,31042090,MOP,MT,23,817800,2000000,226000,24000,513
2003,4,31042090,MOP,MT,85,910700,2015189,242839,16000,0
2003,4,31042090,MOP,MT,85,1010500,1487350,175507,18675,0
2003,4,31042090,MOP,MT,149,817800,10918000,1268048,103242,3527
2003,4,31042090,MOP,MT,149,910700,2161835,263408,25800,803
2003,4,31042090,MOP,MT,383,910700,1500000,192737,18000,0
2003,4,31042090,MOP,MT,676,817800,2450000,288675,23400,911
2003,4,31042090,MOP,MT,676,910700,2013095,232401,24000,0
2003,4,31042090,MOP,PR,23,910700,2000000,231954,26760,1200
2003,4,31042090,MOP,PR,85,910700,1503938,181218,12000,0
2003,4,31042090,MOP,PR,85,1010500,1487350,175507,18675,0
2003,4,31042090,MOP,PR,149,910700,20160373,2423051,240600,10774
2003,4,31042090,MOP,PR,676,910700,49075847,5142509,588792,11535
2003,4,31042090,MOP,PR,676,1010500,12178757,1274385,152004,0
2003,4,31042090,MOP,RS,23,440100,503335,62439,6040,336
2003,4,31042090,MOP,RS,23,1015400,6300000,866250,75600,2304
2003,4,31042090,MOP,RS,85,1010500,21832472,2507093,273610,0
2003,4,31042090,MOP,RS,149,1010500,17373450,1946780,255079,2515
2003,4,31042090,MOP,RS,149,1015400,5493600,649344,65923,1284
2003,4,31042090,MOP,SP,23,817800,14600000,1788750,175200,3475
2003,4,31042090,MOP,SP,85,817800,13150000,1621550,105200,2182
2003,4,31042090,MOP,SP,149,817800,36978000,4170091,361316,9126
2003,4,31042090,MOP,SP,249,817800,567,688,280,0
2003,4,31042090,MOP,SP,676,817800,14200000,1581325,168400,2790
2003,4,31042090,MOP,ZN,23,440100,3020010,361395,48226,830
2003,4,31042090,MOP,ZN,23,717600,3520000,536800,49000,1272
2003,4,31042090,MOP,ZN,23,927601,4500000,531000,62983,964
2003,4,31042090,MOP,ZN,85,440100,3414100,418227,54940,993
2003,4,31042090,MOP,ZN,85,1010500,991566,117005,12450,0
2003,4,31042090,MOP,ZN,149,727600,2500333,294768,30000,154
2003,4,31042090,MOP,ZN,383,217602,4000000,536185,52524,640
2003,4,31042090,MOP,ZN,383,440100,7542968,908177,106489,1678
2003,4,31052000,NPK,PR,245,1010500,12600,10105,582,0
2003,4,31052000,NPK,PR,249,1010500,8400,5966,537,0
2003,4,31052000,NPK,SP,23,817800,42000,42317,1642,6
2003,4,31052000,NPK,SP,249,817800,16330,18878,1900,0
2003,4,31052000,NPK,SP,999,817800,11900,7773,482,0
2003,4,31052000,NPK,ZN,999,260151,16500,2490,81,0
2003,4,31052000,NPK,ZN,999,920600,3572,1656,274,0
2003,4,31054000,MAP,BA,474,517602,11395862,2173034,199031,4318
2003,4,31054000,MAP,GO,676,910700,1054800,187168,8400,0
2003,4,31054000,MAP,MT,249,910700,600188,93731,8610,0
2003,4,31054000,MAP,MT,676,817800,4000000,700000,48000,1535
2003,4,31054000,MAP,MT,676,910700,2109599,374336,16800,0
2003,4,31054000,MAP,PR,249,910700,500000,81739,6000,0
2003,4,31054000,MAP,PR,676,910700,2504537,419965,25000,865
2003,4,31054000,MAP,RS,474,1010500,14584963,2468772,234094,3587
2003,4,31054000,MAP,RS,676,1010500,25341324,4456272,390781,5794
2003,4,31055900,NP,MT,676,910700,1054800,142866,8400,0
2003,4,31055900,NP,PR,676,910700,3954800,517190,43200,1101
2003,4,31055900,NP,RS,999,1011200,1000000,193700,10000,0
2003,4,31055900,NP,SP,999,817600,500,1812,613,0
2003,4,31059090,NK,BA,999,517600,100800,34450,2544,68
2003,4,31059090,NK,PR,158,1010500,100000,30301,1444,0
2003,4,31059090,NK,PR,245,1010500,1050,608,48,0
2003,4,31059090,NK,SP,158,1010500,300000,90902,4334,0
2003,4,31059090,NK,SP,249,817800,9,62,3,0
2003,4,31059090,NK,SP,999,817800,46429,56479,1360,0
2003,5,31021010,UREIA,GO,831,910700,3677922,493227,29400,1747
2003,5,31021010,UREIA,MG,676,910700,305562,45387,2400,0
2003,5,31021010,UREIA,MG,831,727600,8223773,1247064,123345,1665
2003,5,31021010,UREIA,MG,831,817800,2100000,331443,16800,0
2003,5,31021010,UREIA,MT,85,910700,1004695,121051,8000,0
2003,5,31021010,UREIA,MT,676,910700,534734,76278,4200,0
2003,5,31021010,UREIA,MT,831,910700,4431434,592729,35400,1248
2003,5,31021010,UREIA,PR,676,910700,9718060,1367860,77203,3378
2003,5,31021010,UREIA,PR,831,910700,11818093,1535127,94401,5287
2003,5,31021010,UREIA,RS,831,1010500,8225981,1258576,99980,2634
2003,5,31021010,UREIA,RS,999,1010500,2973355,471693,34109,1362
2003,5,31021010,UREIA,RS,999,1010500,5341500,698401,76383,900
2003,5,31021010,UREIA,SP,676,910700,2648208,365761,20800,1204
2003,5,31021010,UREIA,SP,831,910700,1831455,248289,14640,669
2003,5,31021010,UREIA,SP,999,817800,4500000,710235,36000,0
2003,5,31021010,UREIA,ZN,85,910700,1908920,235724,15200,1120
2003,5,31021010,UREIA,ZN,676,910700,1018541,135746,8000,499
2003,5,31021010,UREIA,ZN,676,910700,534734,73523,4200,0
2003,5,31021010,UREIA,ZN,831,727600,2418227,361394,36270,294
2003,5,31021010,UREIA,ZN,831,910700,3973105,532317,31760,1034
2003,5,31021010,UREIA,ZN,831,910700,501856,63975,4000,0
2003,5,31022100,SAM,GO,85,910700,932611,55693,7458,76
2003,5,31022100,SAM,GO,603,817800,3000000,252470,24000,922
2003,5,31022100,SAM,GO,603,910700,3723607,263010,29636,774
2003,5,31022100,SAM,MG,87,727600,2005750,141474,24000,498
2003,5,31022100,SAM,MG,249,910700,3000000,208047,36000,387
2003,5,31022100,SAM,MG,603,817800,4675000,385452,37400,1320
2003,5,31022100,SAM,MT,85,910700,502345,28878,4000,0
2003,5,31022100,SAM,MT,603,910700,604971,39055,4800,0
2003,5,31022100,SAM,MT,831,910700,598050,35083,7080,0
2003,5,31022100,SAM,PR,23,910700,3044584,230345,36000,481
2003,5,31022100,SAM,PR,85,910700,7460885,444400,59661,772
2003,5,31022100,SAM,PR,85,1010500,938278,61851,9991,0
2003,5,31022100,SAM,PR,249,910700,14806481,1048232,177674,3076
2003,5,31022100,SAM,PR,603,817800,2200000,174740,17600,368
2003,5,31022100,SAM,PR,603,910700,7519132,540918,59782,881
2003,5,31022100,SAM,PR,831,910700,7070171,420413,83700,2082
2003,5,31022100,SAM,RS,573,1010500,11138037,867541,172769,1676
2003,5,31022100,SAM,RS,831,1010500,1801940,185600,19265,579
2003,5,31022100,SAM,RS,999,1010500,2005160,125939,30656,0
2003,5,31022100,SAM,SP,23,817800,5,158,1,0
2003,5,31022100,SAM,SP,249,817600,0,16,2,0
2003,5,31022100,SAM,SP,249,910700,1000000,63016,12000,137
2003,5,31022100,SAM,SP,603,817800,9125000,711379,73000,2549
2003,5,31022100,SAM,SP,603,910700,1537635,103102,12200,325
2003,5,31022100,SAM,SP,831,910700,709551,43408,8400,249
2003,5,31022100,SAM,ZN,87,217602,3000000,211613,36019,298
2003,5,31022100,SAM,ZN,245,717600,180,1239,139,20
2003,5,31022100,SAM,ZN,249,910700,700000,44111,8400,96
2003,5,31022100,SAM,ZN,831,910700,1469785,90481,17400,492
2003,5,31042090,MOP,BA,383,517602,8833527,1099550,105540,1543
2003,5,31042090,MOP,BA,676,517602,6999261,841447,90941,1005
2003,5,31042090,MOP,GO,149,817800,919000,107064,10771,705
2003,5,31042090,MOP,GO,676,910700,5003605,590399,60000,1211
2003,5,31042090,MOP,MG,23,727600,7006835,866910,84000,2986
2003,5,31042090,MOP,MG,23,817800,300000,32400,3600,213
2003,5,31042090,MOP,MG,85,727600,2100000,248115,25200,0
2003,5,31042090,MOP,MG,149,817800,4236000,470196,50832,1069
2003,5,31042090,MOP,MG,149,910700,964815,118856,11400,696
2003,5,31042090,MOP,MG,676,817800,4997500,584708,59970,767
2003,5,31042090,MOP,MG,676,910700,5008485,543334,60000,1104
2003,5,31042090,MOP,MT,85,927700,22925730,2974613,183406,12632
2003,5,31042090,MOP,MT,149,817800,17787000,2048888,199433,3123
2003,5,31042090,MOP,MT,149,910700,5585773,669402,66000,2303
2003,5,31042090,MOP,MT,676,910700,4507637,497014,54000,1008
2003,5,31042090,MOP,MT,676,927700,3324140,431307,26593,1832
2003,5,31042090,MOP,PR,23,910700,710403,88794,8400,391
2003,5,31042090,MOP,PR,85,910700,2100296,261889,16800,630
2003,5,31042090,MOP,PR,149,910700,32444872,3835070,385200,12527
2003,5,31042090,MOP,PR,383,910700,19451239,2446827,180648,3291
2003,5,31042090,MOP,PR,676,910700,13877639,1588574,166308,3232
2003,5,31042090,MOP,RS,23,1010500,20106957,2322354,307250,3032
2003,5,31042090,MOP,RS,23,1015400,6015700,819338,72188,2310
2003,5,31042090,MOP,RS,149,417600,950000,102125,14656,579
2003,5,31042090,MOP,RS,149,1010500,8070620,917285,119399,1501
2003,5,31042090,MOP,RS,149,1015400,19368948,2312099,238827,4300
2003,5,31042090,MOP,RS,383,517602,3570019,420517,42000,0
2003,5,31042090,MOP,RS,383,1010500,7001955,896250,107807,1803
2003,5,31042090,MOP,RS,383,1015400,11047120,1497287,99424,2509
2003,5,31042090,MOP,RS,999,1015400,6496050,683384,77953,1519
2003,5,31042090,MOP,SP,23,817800,19550775,2387111,234735,5198
2003,5,31042090,MOP,SP,149,817800,29745000,3462389,350402,6641
2003,5,31042090,MOP,SP,676,817800,7000000,819000,84000,1074
2003,5,31042090,MOP,SP,676,910700,8501509,858640,101930,1857
2003,5,31042090,MOP,SP,999,817800,6,62,1,0
2003,5,31042090,MOP,ZN,23,727600,3004735,354616,36000,1178
2003,5,31042090,MOP,ZN,85,440100,5265831,629268,86338,1483
2003,5,31042090,MOP,ZN,85,727600,1050000,124058,12600,0
2003,5,31042090,MOP,ZN,149,417600,3800000,420470,58862,0
2003,5,31042090,MOP,ZN,383,217602,2300000,290411,28448,368
2003,5,31042090,MOP,ZN,383,327600,3500000,428750,42000,1139
2003,5,31042090,MOP,ZN,383,910700,7013927,913934,71280,0
