CO_ANO,CO_MES,KG_LIQUIDO,KG_LIQUIDO_pred_mm,KG_LIQUIDO_pred_s_mm,erro_mm,erro_s_mm,train_size_anos,ad
2021,8,102768174.0,105424679,102714131,2656505.0,54043.0,9.0,8
2021,8,102768174.0,109285415,107584738,6517241.0,4816564.0,10.0,8
2021,8,102768174.0,98058545,101351973,4709629.0,1416201.0,11.0,8
2021,8,102768174.0,102803943,105663665,35769.0,2895491.0,12.0,8
2021,8,102768174.0,109497154,105592999,6728980.0,2824825.0,13.0,8
2021,8,102768174.0,110844834,100786805,8076660.0,1981369.0,14.0,8
2021,9,104251125.0,117692918,110960526,13441793.0,6709401.0,5.0,8
2021,9,104251125.0,114274070,107147680,10022945.0,2896555.0,6.0,8
2021,9,104251125.0,114761497,105420041,10510372.0,1168916.0,7.0,8
2021,9,104251125.0,110102891,104776234,5851766.0,525109.0,8.0,8
2021,9,104251125.0,107932091,110216551,3680966.0,5965426.0,9.0,8
2021,9,104251125.0,109102726,110519084,4851601.0,6267959.0,10.0,8
2021,9,104251125.0,110783147,110382875,6532022.0,6131750.0,11.0,8
2021,9,104251125.0,106584853,110513622,2333728.0,6262497.0,12.0,8
2021,9,104251125.0,107196694,109866903,2945569.0,5615778.0,13.0,8
2021,9,104251125.0,107407068,112301105,3155943.0,8049980.0,14.0,8
2021,10,134514093.0,104837227,99007624,29676866.0,35506469.0,5.0,8
2021,10,134514093.0,103543089,98950733,30971004.0,35563360.0,6.0,8
2021,10,134514093.0,105738614,98270898,28775479.0,36243195.0,7.0,8
2021,10,134514093.0,105431398,97718685,29082695.0,36795408.0,8.0,8
2021,10,134514093.0,100654277,98778916,33859816.0,35735177.0,9.0,8
2021,10,134514093.0,104932066,101986802,29582027.0,32527291.0,10.0,8
2021,10,134514093.0,106726225,99339884,27787868.0,35174209.0,11.0,8
2021,10,134514093.0,108934258,101520354,25579835.0,32993739.0,12.0,8
2021,10,134514093.0,102398573,101758546,32115520.0,32755547.0,13.0,8
2021,10,134514093.0,102829079,99263817,31685014.0,35250276.0,14.0,8
2021,11,150597533.0,136576829,227957997,14020704.0,77360464.0,5.0,8
2021,11,150597533.0,154515218,222084752,3917685.0,71487219.0,6.0,8
2021,11,150597533.0,159000199,225214423,8402666.0,74616890.0,7.0,8
2021,11,150597533.0,143797940,222026158,6799593.0,71428625.0,8.0,8
2021,11,150597533.0,162230832,210965252,11633299.0,60367719.0,9.0,8
2021,11,150597533.0,176060246,215699077,25462713.0,65101544.0,10.0,8
2021,11,150597533.0,180347948,221069841,29750415.0,70472308.0,11.0,8
2021,11,150597533.0,189827907,221048080,39230374.0,70450547.0,12.0,8
2021,11,150597533.0,185937156,224651548,35339623.0,74054015.0,13.0,8
2021,11,150597533.0,178223362,217740879,27625829.0,67143346.0,14.0,8
2021,12,157758214.0,113456307,116521224,44301907.0,41236990.0,5.0,8
2021,12,157758214.0,108878905,120792645,48879309.0,36965569.0,6.0,8
2021,12,157758214.0,118821770,118792604,38936444.0,38965610.0,7.0,8
2021,12,157758214.0,117717393,123295439,40040821.0,34462775.0,8.0,8
2021,12,157758214.0,106995611,120365845,50762603.0,37392369.0,9.0,8
2021,12,157758214.0,106903540,119433259,50854674.0,38324955.0,10.0,8
2021,12,157758214.0,110534006,116191780,47224208.0,41566434.0,11.0,8
2021,12,157758214.0,113474588,115243805,44283626.0,42514409.0,12.0,8
2021,12,157758214.0,111312367,121358060,46445847.0,36400154.0,13.0,8
2021,12,157758214.0,108025083,117971360,49733131.0,39786854.0,14.0,8
2022,2,59604043.0,117879996,98390949,58275953.0,38786906.0,5.0,8
2022,2,59604043.0,123236164,94106657,63632121.0,34502614.0,6.0,8
2022,2,59604043.0,126639204,103432632,67035161.0,43828589.0,7.0,8
2022,2,59604043.0,123561213,102000995,63957170.0,42396952.0,8.0,8
2022,2,59604043.0,118340353,107451346,58736310.0,47847303.0,9.0,8
2022,2,59604043.0,119653994,94810824,60049951.0,35206781.0,10.0,8
2022,2,59604043.0,124043407,103046839,64439364.0,43442796.0,11.0,8
2022,2,59604043.0,107135154,100549555,47531111.0,40945512.0,12.0,8
2022,2,59604043.0,123109831,99427563,63505788.0,39823520.0,13.0,8
2022,2,59604043.0,127202784,101903313,67598741.0,42299270.0,14.0,8
2022,4,125552690.0,119970897,112050380,5581793.0,13502310.0,5.0,8
2022,4,125552690.0,116455894,109034077,9096796.0,16518613.0,6.0,8
2022,4,125552690.0,116545802,114533139,9006888.0,11019551.0,7.0,8
2022,4,125552690.0,121539952,111130084,4012738.0,14422606.0,8.0,8
2022,4,125552690.0,116476304,111142473,9076386.0,14410217.0,9.0,8
2022,4,125552690.0,125659323,112674644,106633.0,12878046.0,10.0,8
2022,4,125552690.0,122607756,120423512,2944934.0,5129178.0,11.0,8
2022,4,125552690.0,126342380,105253388,789690.0,20299302.0,12.0,8
2022,4,125552690.0,120978621,111202860,4574069.0,14349830.0,13.0,8
2022,4,125552690.0,123415812,114529176,2136878.0,11023514.0,14.0,8
2022,5,269679086.0,115686972,129773475,153992114.0,139905611.0,5.0,8
2022,5,269679086.0,122958983,130539971,146720103.0,139139115.0,6.0,8
2022,5,269679086.0,119579741,128759100,150099345.0,140919986.0,7.0,8
2022,5,269679086.0,121290296,133739791,148388790.0,135939295.0,8.0,8
2022,5,269679086.0,115728283,132059780,153950803.0,137619306.0,9.0,8
2022,5,269679086.0,120238520,125912249,149440566.0,143766837.0,10.0,8
2022,5,269679086.0,118936278,133639083,150742808.0,136040003.0,11.0,8
2022,5,269679086.0,117458580,130740726,152220506.0,138938360.0,12.0,8
2022,5,269679086.0,121784203,127241637,147894883.0,142437449.0,13.0,8
2022,5,269679086.0,119906488,130198417,149772598.0,139480669.0,14.0,8
2022,6,226338403.0,192405300,220846622,33933103.0,5491781.0,5.0,8
2022,6,226338403.0,205195119,216383925,21143284.0,9954478.0,6.0,8
2022,6,226338403.0,200916901,209372655,25421502.0,16965748.0,7.0,8
2022,6,226338403.0,179627978,208014341,46710425.0,18324062.0,8.0,8
2022,6,226338403.0,200976314,224864894,25362089.0,1473509.0,9.0,8
2022,6,226338403.0,197924000,217694480,28414403.0,8643923.0,10.0,8
2022,6,226338403.0,198349476,211397036,27988927.0,14941367.0,11.0,8
2022,6,226338403.0,194305285,218865531,32033118.0,7472872.0,12.0,8
2022,6,226338403.0,196805989,218974866,29532414.0,7363537.0,13.0,8
2022,6,226338403.0,209499311,206706989,16839092.0,19631414.0,14.0,8
2022,7,192826908.0,219571962,224130899,26745054.0,31303991.0,5.0,8
2022,7,192826908.0,210024555,221735745,17197647.0,28908837.0,6.0,8
2022,7,192826908.0,212796338,216461938,19969430.0,23635030.0,7.0,8
2022,7,192826908.0,208027262,224888572,15200354.0,32061664.0,8.0,8
2022,7,192826908.0,225547844,227898705,32720936.0,35071797.0,9.0,8
2022,7,192826908.0,221071744,222291748,28244836.0,29464840.0,10.0,8
2022,7,192826908.0,219617543,222847171,26790635.0,30020263.0,11.0,8
2022,7,192826908.0,216390033,225417692,23563125.0,32590784.0,12.0,8
2022,7,192826908.0,212928316,223528703,20101408.0,30701795.0,13.0,8
2022,7,192826908.0,224859349,227174060,32032441.0,34347152.0,14.0,8
2022,8,171847513.0,210840872,203798164,38993359.0,31950651.0,5.0,8
2022,8,171847513.0,193665887,208199151,21818374.0,36351638.0,6.0,8
2022,8,171847513.0,202812656,214407295,30965143.0,42559782.0,7.0,8
2022,8,171847513.0,206305515,210291969,34458002.0,38444456.0,8.0,8
2022,8,171847513.0,206858648,210618110,35011135.0,38770597.0,9.0,8
2022,8,171847513.0,203674564,213758547,31827051.0,41911034.0,10.0,8
2022,8,171847513.0,208975204,206454938,37127691.0,34607425.0,11.0,8
2022,8,171847513.0,206869423,211106787,35021910.0,39259274.0,12.0,8
2022,8,171847513.0,205715351,204536870,33867838.0,32689357.0,13.0,8
2022,8,171847513.0,200707807,207368489,28860294.0,35520976.0,14.0,8
2022,9,127736866.0,195554033,188631301,67817167.0,60894435.0,5.0,8
2022,9,127736866.0,190482419,192566723,62745553.0,64829857.0,6.0,8
2022,9,127736866.0,190817184,193125697,63080318.0,65388831.0,7.0,8
2022,9,127736866.0,187909606,189885489,60172740.0,62148623.0,8.0,8
2022,9,127736866.0,192897553,192695603,65160687.0,64958737.0,9.0,8
2022,9,127736866.0,187155676,189689903,59418810.0,61953037.0,10.0,8
2022,9,127736866.0,196708816,194633767,68971950.0,66896901.0,11.0,8
2022,9,127736866.0,192739149,192884397,65002283.0,65147531.0,12.0,8
2022,9,127736866.0,194516733,191214141,66779867.0,63477275.0,13.0,8
2022,9,127736866.0,192514862,192576338,64777996.0,64839472.0,14.0,8
2022,10,95821017.0,158372326,157614065,62551309.0,61793048.0,5.0,8
2022,10,95821017.0,160081387,162092677,64260370.0,66271660.0,6.0,8
2022,10,95821017.0,174963915,159123992,79142898.0,63302975.0,7.0,8
2022,10,95821017.0,157109686,161544119,61288669.0,65723102.0,8.0,8
2022,10,95821017.0,166396879,155892648,70575862.0,60071631.0,9.0,8
2022,10,95821017.0,161890170,168541521,66069153.0,72720504.0,10.0,8
2022,10,95821017.0,174085837,160295924,78264820.0,64474907.0,11.0,8
2022,10,95821017.0,164769835,163878527,68948818.0,68057510.0,12.0,8
2022,10,95821017.0,160192801,160949220,64371784.0,65128203.0,13.0,8
2022,10,95821017.0,173377413,158150244,77556396.0,62329227.0,14.0,8
2022,11,122342324.0,161108256,167941204,38765932.0,45598880.0,5.0,8
2022,11,122342324.0,160943497,159648147,38601173.0,37305823.0,6.0,8
2022,11,122342324.0,164440088,157003354,42097764.0,34661030.0,7.0,8
2022,11,122342324.0,153207336,161633766,30865012.0,39291442.0,8.0,8
2022,11,122342324.0,152511011,157550855,30168687.0,35208531.0,9.0,8
2022,11,122342324.0,164753449,161411734,42411125.0,39069410.0,10.0,8
2022,11,122342324.0,151782255,166545083,29439931.0,44202759.0,11.0,8
2022,11,122342324.0,164520872,172193167,42178548.0,49850843.0,12.0,8
2022,11,122342324.0,162186075,165422715,39843751.0,43080391.0,13.0,8
2022,11,122342324.0,157443797,159293713,35101473.0,36951389.0,14.0,8
2022,12,83468485.0,139302558,128767019,55834073.0,45298534.0,5.0,8
2022,12,83468485.0,134169994,129331358,50701509.0,45862873.0,6.0,8
2022,12,83468485.0,142522779,130912489,59054294.0,47444004.0,7.0,8
2022,12,83468485.0,141643686,131105773,58175201.0,47637288.0,8.0,8
2022,12,83468485.0,134543147,126588047,51074662.0,43119562.0,9.0,8
2022,12,83468485.0,131333151,133041685,47864666.0,49573200.0,10.0,8
2022,12,83468485.0,132884098,124972503,49415613.0,41504018.0,11.0,8
2022,12,83468485.0,133981210,131644186,50512725.0,48175701.0,12.0,8
2022,12,83468485.0,128339581,130401260,44871096.0,46932775.0,13.0,8
2022,12,83468485.0,128617867,129358136,45149382.0,45889651.0,14.0,8
2023,1,113265844.0,133820072,109898489,20554228.0,3367355.0,5.0,8
2023,1,113265844.0,128761275,103487702,15495431.0,9778142.0,6.0,8
2023,1,113265844.0,139407575,108719617,26141731.0,4546227.0,7.0,8
2023,1,113265844.0,124848797,109742123,11582953.0,3523721.0,8.0,8
2023,1,113265844.0,135567277,109559126,22301433.0,3706718.0,9.0,8
2023,1,113265844.0,130035287,103523455,16769443.0,9742389.0,10.0,8
2023,1,113265844.0,139915991,108386458,26650147.0,4879386.0,11.0,8
2023,1,113265844.0,132609328,107955893,19343484.0,5309951.0,12.0,8
2023,1,113265844.0,127190370,110055396,13924526.0,3210448.0,13.0,8
2023,1,113265844.0,124011044,105473376,10745200.0,7792468.0,14.0,8
2023,4,195197856.0,119022543,110433933,76175313.0,84763923.0,5.0,8
2023,4,195197856.0,118126419,113575880,77071437.0,81621976.0,6.0,8
2023,4,195197856.0,119764832,116761038,75433024.0,78436818.0,7.0,8
2023,4,195197856.0,119812783,111748915,75385073.0,83448941.0,8.0,8
2023,4,195197856.0,114441598,114807135,80756258.0,80390721.0,9.0,8
2023,4,195197856.0,121789235,114002626,73408621.0,81195230.0,10.0,8
2023,4,195197856.0,117653110,115389227,77544746.0,79808629.0,11.0,8
2023,4,195197856.0,120563318,108900339,74634538.0,86297517.0,12.0,8
2023,4,195197856.0,117455940,116739286,77741916.0,78458570.0,13.0,8
2023,4,195197856.0,124141343,106750244,71056513.0,88447612.0,14.0,8
2023,5,129817488.0,197623600,200500311,67806112.0,70682823.0,5.0,8
2023,5,129817488.0,182876759,206720123,53059271.0,76902635.0,6.0,8
2023,5,129817488.0,179743453,197415868,49925965.0,67598380.0,7.0,8
2023,5,129817488.0,205256272,207237824,75438784.0,77420336.0,8.0,8
2023,5,129817488.0,190648036,208435082,60830548.0,78617594.0,9.0,8
2023,5,129817488.0,184841613,195616223,55024125.0,65798735.0,10.0,8
2023,5,129817488.0,204256468,190422002,74438980.0,60604514.0,11.0,8
2023,5,129817488.0,173966766,212589916,44149278.0,82772428.0,12.0,8
2023,5,129817488.0,210933933,195245821,81116445.0,65428333.0,13.0,8
2023,5,129817488.0,193702030,202728777,63884542.0,72911289.0,14.0,8
2023,6,220981669.0,144307406,162084278,76674263.0,58897391.0,5.0,8
2023,6,220981669.0,158428924,160338748,62552745.0,60642921.0,6.0,8
2023,6,220981669.0,149448914,164755421,71532755.0,56226248.0,7.0,8
2023,6,220981669.0,148739358,170414076,72242311.0,50567593.0,8.0,8
2023,6,220981669.0,147037293,167999467,73944376.0,52982202.0,9.0,8
2023,6,220981669.0,149129739,157275895,71851930.0,63705774.0,10.0,8
2023,6,220981669.0,151258527,168646899,69723142.0,52334770.0,11.0,8
2023,6,220981669.0,159692625,151229243,61289044.0,69752426.0,12.0,8
2023,6,220981669.0,151257493,171340396,69724176.0,49641273.0,13.0,8
2023,6,220981669.0,150743036,165776604,70238633.0,55205065.0,14.0,8
2023,7,221617426.0,175977826,172154164,45639600.0,49463262.0,5.0,8
2023,7,221617426.0,179366179,168306864,42251247.0,53310562.0,6.0,8
2023,7,221617426.0,176158376,166682965,45459050.0,54934461.0,7.0,8
2023,7,221617426.0,176425899,169466232,45191527.0,52151194.0,8.0,8
2023,7,221617426.0,173055054,166664590,48562372.0,54952836.0,9.0,8
2023,7,221617426.0,180856081,180492233,40761345.0,41125193.0,10.0,8
2023,7,221617426.0,176483005,166160128,45134421.0,55457298.0,11.0,8
2023,7,221617426.0,167656021,172002928,53961405.0,49614498.0,12.0,8
2023,7,221617426.0,182694409,172716385,38923017.0,48901041.0,13.0,8
2023,7,221617426.0,176007928,168398982,45609498.0,53218444.0,14.0,8
2023,8,96753794.0,175863411,192827630,79109617.0,96073836.0,5.0,8
2023,8,96753794.0,170465192,186690831,73711398.0,89937037.0,6.0,8
2023,8,96753794.0,174753046,193579258,77999252.0,96825464.0,7.0,8
2023,8,96753794.0,182765142,188140857,86011348.0,91387063.0,8.0,8
2023,8,96753794.0,172617322,191594411,75863528.0,94840617.0,9.0,8
2023,8,96753794.0,173888860,185788509,77135066.0,89034715.0,10.0,8
2023,8,96753794.0,177715731,201252937,80961937.0,104499143.0,11.0,8
2023,8,96753794.0,176517747,185715897,79763953.0,88962103.0,12.0,8
2023,8,96753794.0,175701492,196120473,78947698.0,99366679.0,13.0,8
2023,8,96753794.0,173390740,184679204,76636946.0,87925410.0,14.0,8
2023,9,172570477.0,131188111,128775845,41382366.0,43794632.0,5.0,8
2023,9,172570477.0,125088436,140228306,47482041.0,32342171.0,6.0,8
2023,9,172570477.0,132851004,134047153,39719473.0,38523324.0,7.0,8
2023,9,172570477.0,135037722,139974190,37532755.0,32596287.0,8.0,8
2023,9,172570477.0,131865374,147676010,40705103.0,24894467.0,9.0,8
2023,9,172570477.0,135955208,143138367,36615269.0,29432110.0,10.0,8
2023,9,172570477.0,137715202,135632077,34855275.0,36938400.0,11.0,8
2023,9,172570477.0,142256737,142174699,30313740.0,30395778.0,12.0,8
2023,9,172570477.0,124124687,144911575,48445790.0,27658902.0,13.0,8
2023,9,172570477.0,140796197,148477658,31774280.0,24092819.0,14.0,8
2023,10,240914358.0,160323032,153650775,80591326.0,87263583.0,5.0,8
2023,10,240914358.0,165982746,156006879,74931612.0,84907479.0,6.0,8
2023,10,240914358.0,163426737,160350259,77487621.0,80564099.0,7.0,8
2023,10,240914358.0,157852706,149034652,83061652.0,91879706.0,8.0,8
2023,10,240914358.0,157432961,155715844,83481397.0,85198514.0,9.0,8
2023,10,240914358.0,168576414,153253672,72337944.0,87660686.0,10.0,8
2023,10,240914358.0,169054945,154126909,71859413.0,86787449.0,11.0,8
2023,10,240914358.0,159890825,151086262,81023533.0,89828096.0,12.0,8
2023,10,240914358.0,163132637,152144290,77781721.0,88770068.0,13.0,8
2023,10,240914358.0,166955190,161347322,73959168.0,79567036.0,14.0,8
2023,11,90119779.0,186374629,190519098,96254850.0,100399319.0,5.0,8
2023,11,90119779.0,172670299,186779852,82550520.0,96660073.0,6.0,8
2023,11,90119779.0,186878511,193673257,96758732.0,103553478.0,7.0,8
2023,11,90119779.0,179016557,188835920,88896778.0,98716141.0,8.0,8
2023,11,90119779.0,186734414,191166397,96614635.0,101046618.0,9.0,8
2023,11,90119779.0,181007349,184524971,90887570.0,94405192.0,10.0,8
2023,11,90119779.0,173177842,185925015,83058063.0,95805236.0,11.0,8
2023,11,90119779.0,179387965,193328593,89268186.0,103208814.0,12.0,8
2023,11,90119779.0,180159071,183622557,90039292.0,93502778.0,13.0,8
2023,11,90119779.0,183519738,193184160,93399959.0,103064381.0,14.0,8
2023,12,128496690.0,147089345,147320010,18592655.0,18823320.0,5.0,8
2023,12,128496690.0,139933319,149458500,11436629.0,20961810.0,6.0,8
2023,12,128496690.0,130789752,151615119,2293062.0,23118429.0,7.0,8
2023,12,128496690.0,125910255,165895835,2586435.0,37399145.0,8.0,8
2023,12,128496690.0,135704195,153358217,7207505.0,24861527.0,9.0,8
2023,12,128496690.0,137481681,153510506,8984991.0,25013816.0,10.0,8
2023,12,128496690.0,133050027,165542414,4553337.0,37045724.0,11.0,8
2023,12,128496690.0,130632168,156495213,2135478.0,27998523.0,12.0,8
2023,12,128496690.0,132061317,161422214,3564627.0,32925524.0,13.0,8
2023,12,128496690.0,136031419,137947699,7534729.0,9451009.0,14.0,8
2024,1,121343414.0,181246726,149557343,59903312.0,28213929.0,5.0,8
2024,1,121343414.0,178845026,144691496,57501612.0,23348082.0,6.0,8
2024,1,121343414.0,183713069,143212091,62369655.0,21868677.0,7.0,8
2024,1,121343414.0,176405984,136453788,55062570.0,15110374.0,8.0,8
2024,1,121343414.0,179096993,137890837,57753579.0,16547423.0,9.0,8
2024,1,121343414.0,182520365,138302495,61176951.0,16959081.0,10.0,8
2024,1,121343414.0,176331108,145783286,54987694.0,24439872.0,11.0,8
2024,1,121343414.0,175199927,141412057,53856513.0,20068643.0,12.0,8
2024,1,121343414.0,178820983,148320066,57477569.0,26976652.0,13.0,8
2024,1,121343414.0,178032921,144895634,56689507.0,23552220.0,14.0,8
