CO_ANO,CO_MES,nick,SG_UF_NCM,CO_PAIS,CO_URF,KG_LIQUIDO,VL_FOB
1997,1,MOP_k,RS,149,417600,6600000.0,1656572.0
1997,1,MOP_k,RS,383,1015400,3856419.0,1089848.0
1997,1,MOP_k,SP,23,817800,3700000.0,986400.0
1997,1,MOP_k,SP,999,817800,13100000.0,3459400.0
1997,1,SAM_k,GO,23,817800,1900000.0,368600.0
1997,1,SAM_k,MG,23,817800,2815000.0,532110.0
1997,1,SAM_k,MG,87,817800,3000000.0,582000.0
1997,1,SAM_k,MG,249,817800,4300000.0,844100.0
1997,1,SAM_k,RS,603,417600,1000000.0,206000.0
1997,1,SAM_k,SP,23,817800,2432150.0,471838.0
1997,1,SAM_k,SP,87,817800,3000000.0,582000.0
1997,1,SAM_k,SP,249,817800,11350000.0,2199100.0
1997,1,SAM_k,ZN,603,920151,3071000.0,644910.0
1997,1,SAM_k,ZN,676,417600,1575000.0,324450.0
1997,2,MAP_k,SP,676,817800,1575000.0,749700.0
1997,2,MOP_k,MG,23,817800,6500000.0,1733000.0
1997,2,MOP_k,MG,149,817800,11638000.0,3096536.0
1997,2,MOP_k,PR,23,915100,2000000.0,564000.0
1997,2,MOP_k,RS,149,1010500,3009686.0,728344.0
1997,2,MOP_k,SP,23,817800,3000000.0,855000.0
1997,2,MOP_k,SP,149,817800,20017722.0,5274628.0
1997,2,SAM_k,GO,603,817800,1000000.0,204750.0
1997,2,SAM_k,MG,603,817800,5967897.0,1049552.0
1997,2,SAM_k,PR,249,915100,1481250.0,337724.0
1997,2,SAM_k,PR,573,1010500,575287.0,112690.0
1997,2,SAM_k,RS,573,1010500,9792435.0,2045496.0
1997,2,SAM_k,SP,603,817800,9613691.0,1887020.0
1997,2,SAM_k,ZN,603,817800,1100000.0,241060.0
1997,2,UREIA_k,RS,85,1015400,3832500.0,1568880.0
1997,2,UREIA_k,RS,676,1015400,3509688.0,1404068.0
1997,3,MAP_k,GO,676,727600,3000000.0,1353000.0
1997,3,MAP_k,RS,676,1015400,5682460.0,2480394.0
1997,3,MAP_k,ZN,999,440100,600000.0,274800.0
1997,3,MOP_k,GO,149,727600,6000000.0,1632000.0
1997,3,MOP_k,PR,23,915100,12990450.0,3603354.0
1997,3,MOP_k,PR,383,915100,8503310.0,2314184.0
1997,3,MOP_k,SP,149,817800,10154000.0,2721720.0
1997,3,SAM_k,BA,249,510100,4003056.0,771588.0
1997,3,SAM_k,BA,249,517600,2001528.0,388296.0
1997,3,SAM_k,MG,23,727600,3008400.0,601680.0
1997,3,SAM_k,MG,23,817800,2500000.0,485000.0
1997,3,SAM_k,MG,249,915100,2099060.0,407218.0
1997,3,SAM_k,MG,603,817800,9653458.0,2007756.0
1997,3,SAM_k,PR,23,915100,1301660.0,252522.0
1997,3,SAM_k,PR,87,915100,4071370.0,789846.0
1997,3,SAM_k,PR,249,915100,4035930.0,904048.0
1997,3,SAM_k,PR,603,915100,5020440.0,1034210.0
1997,3,SAM_k,SP,23,817800,10651000.0,2024294.0
1997,3,SAM_k,SP,603,817800,12330931.0,2553170.0
1997,3,SAM_k,SP,999,817800,4190000.0,773402.0
1997,3,SAM_k,ZN,23,727600,2005600.0,371036.0
1997,3,SAM_k,ZN,249,417600,1950000.0,378300.0
1997,3,SAM_k,ZN,249,510100,2001528.0,388296.0
1997,3,UREIA_k,GO,999,727600,1050000.0,380100.0
1997,3,UREIA_k,ZN,676,440100,2398100.0,954444.0
1997,4,MAP_k,BA,676,510100,3515344.0,1568060.0
1997,4,MAP_k,GO,831,915100,3013880.0,1163690.0
1997,4,MAP_k,PR,676,915100,3793170.0,1502158.0
1997,4,MAP_k,PR,831,915100,6059020.0,2761088.0
1997,4,MAP_k,RS,249,1010500,10426715.0,4274954.0
1997,4,MAP_k,RS,676,1010500,2001362.0,916984.0
1997,4,MAP_k,RS,676,1015400,2626794.0,1955330.0
1997,4,MAP_k,ZN,676,440100,6226980.0,2771372.0
1997,4,MAP_k,ZN,676,517600,2979682.0,1346576.0
1997,4,MAP_k,ZN,676,727600,831000.0,348190.0
1997,4,MOP_k,BA,676,517600,4025970.0,1028636.0
1997,4,MOP_k,BA,999,510100,1973189.0,509082.0
1997,4,MOP_k,MG,23,817800,4700000.0,1274400.0
1997,4,MOP_k,MG,149,817800,22250000.0,5862800.0
1997,4,MOP_k,MG,383,817800,2200000.0,588400.0
1997,4,MOP_k,PR,23,915100,19609620.0,5336278.0
1997,4,MOP_k,PR,249,915100,4092090.0,1045592.0
1997,4,MOP_k,PR,676,915100,4922170.0,1214860.0
1997,4,MOP_k,RS,23,1015400,7996906.0,2215138.0
1997,4,MOP_k,RS,149,1010500,6891331.0,1736616.0
1997,4,MOP_k,SP,23,817800,17800000.0,4829600.0
1997,4,MOP_k,SP,149,817800,41281416.0,10876746.0
1997,4,MOP_k,SP,249,817800,2002260.0,569770.0
1997,4,MOP_k,SP,383,817800,16300000.0,4303600.0
1997,4,MOP_k,ZN,23,717600,3543470.0,1063040.0
1997,4,MOP_k,ZN,149,520100,2500000.0,647500.0
1997,4,MOP_k,ZN,676,727600,5250000.0,1501500.0
1997,4,SAM_k,BA,23,510100,4121450.0,807568.0
1997,4,SAM_k,BA,23,517600,2024292.0,433198.0
1997,4,SAM_k,BA,249,510100,4903750.0,951292.0
1997,4,SAM_k,MG,23,817800,2100000.0,420000.0
1997,4,SAM_k,MG,249,727600,1615000.0,313310.0
1997,4,SAM_k,MG,249,817800,6175000.0,1199850.0
1997,4,SAM_k,MG,603,817800,5595900.0,1209522.0
1997,4,SAM_k,MG,999,817800,1000000.0,160000.0
1997,4,SAM_k,PR,87,915100,9329020.0,1810526.0
1997,4,SAM_k,PR,249,915100,972580.0,216870.0
1997,4,SAM_k,PR,603,915100,1986830.0,398970.0
1997,4,SAM_k,RS,87,1010500,1929000.0,432096.0
1997,4,SAM_k,RS,249,417600,7400000.0,1435600.0
1997,4,SAM_k,RS,249,440100,953000.0,184882.0
1997,4,SAM_k,SP,23,817800,4200000.0,798000.0
1997,4,SAM_k,SP,249,817800,2850000.0,544350.0
1997,4,SAM_k,SP,603,817800,4500000.0,979200.0
1997,4,SAM_k,SP,999,817800,2004542.0,344726.0
1997,4,SAM_k,ZN,23,440100,4684000.0,889960.0
1997,4,SAM_k,ZN,249,417600,5600000.0,1066400.0
1997,4,SAM_k,ZN,249,440100,53666234.0,10411250.0
1997,4,SAM_k,ZN,249,727600,2660000.0,516040.0
1997,4,SAM_k,ZN,603,440100,7000000.0,1498000.0
1997,4,UREIA_k,PR,249,915100,1812430.0,664344.0
1997,4,UREIA_k,RS,603,1010500,7564166.0,2723098.0
1997,4,UREIA_k,RS,676,1015400,3251340.0,1178898.0
1997,4,UREIA_k,RS,999,1015400,7653358.0,2770516.0
1997,4,UREIA_k,ZN,603,440100,1575000.0,582750.0
1997,4,UREIA_k,ZN,676,440100,1260000.0,501480.0
1997,4,UREIA_k,ZN,999,727600,4200000.0,1554000.0
1997,5,MAP_k,BA,676,510100,2038700.0,864408.0
1997,5,MAP_k,PR,249,915100,2397540.0,1073664.0
1997,5,MAP_k,PR,831,915100,575880.0,247628.0
1997,5,MAP_k,RS,249,1010500,3157997.0,1370570.0
1997,5,MAP_k,RS,676,1010500,5924349.0,2423058.0
1997,5,MAP_k,RS,831,1015400,2983783.0,1265124.0
1997,5,MAP_k,ZN,676,417600,2000000.0,870000.0
1997,5,MAP_k,ZN,676,440100,3648140.0,1609598.0
1997,5,MAP_k,ZN,676,517600,2516231.0,1127272.0
1997,5,MOP_k,BA,676,510100,2088312.0,538784.0
1997,5,MOP_k,BA,676,517600,2610389.0,660428.0
1997,5,MOP_k,MG,23,817800,3000000.0,816000.0
1997,5,MOP_k,MG,676,817800,8034236.0,2233518.0
1997,5,MOP_k,MG,999,817800,8289808.0,2370886.0
1997,5,MOP_k,PR,23,915100,14004120.0,3839500.0
1997,5,MOP_k,PR,383,915100,21483040.0,5798108.0
1997,5,MOP_k,PR,999,915100,5913140.0,1430980.0
1997,5,MOP_k,RS,23,1010500,3976460.0,1002068.0
1997,5,MOP_k,RS,23,1015400,5015350.0,1396192.0
1997,5,MOP_k,RS,149,417600,3500000.0,881000.0
1997,5,MOP_k,RS,149,1010500,8940651.0,2253044.0
1997,5,MOP_k,SP,23,817800,17500000.0,4744000.0
1997,5,MOP_k,SP,149,817800,2500000.0,644000.0
1997,5,MOP_k,SP,999,817800,3020960.0,777480.0
1997,5,MOP_k,ZN,23,440100,4500000.0,1224000.0
1997,5,MOP_k,ZN,23,717600,3472600.0,1041780.0
1997,5,MOP_k,ZN,676,440100,4355210.0,1102096.0
1997,5,MOP_k,ZN,676,517600,2012986.0,527402.0
1997,5,SAM_k,BA,23,510100,3677529.0,757570.0
1997,5,SAM_k,BA,23,517600,525000.0,108150.0
1997,5,SAM_k,MG,603,817800,6103600.0,1360614.0
1997,5,SAM_k,RS,23,1010500,4343170.0,781770.0
1997,5,SAM_k,RS,87,1010500,1002570.0,206530.0
1997,5,SAM_k,RS,87,1015400,1050000.0,216300.0
1997,5,SAM_k,SP,87,817800,2000000.0,412000.0
1997,5,SAM_k,SP,603,817800,3330000.0,703980.0
1997,5,SAM_k,SP,999,817800,2460000.0,544458.0
1997,5,SAM_k,ZN,23,417600,5291345.0,1020718.0
1997,5,SAM_k,ZN,23,440100,2000000.0,388000.0
1997,5,SAM_k,ZN,87,417600,800000.0,155200.0
1997,5,SAM_k,ZN,87,440100,2000000.0,388000.0
1997,5,SAM_k,ZN,676,417600,620000.0,120280.0
1997,5,UREIA_k,RS,999,1010500,4925470.0,2030266.0
1997,5,UREIA_k,SP,603,915100,1625490.0,562420.0
1997,6,MAP_k,BA,249,510100,3072949.0,1339216.0
1997,6,MAP_k,BA,249,517600,1918149.0,855494.0
1997,6,MAP_k,BA,676,517600,959074.0,427964.0
1997,6,MAP_k,BA,999,510100,3498922.0,1483542.0
1997,6,MAP_k,GO,999,727600,3000000.0,1316000.0
1997,6,MAP_k,MG,249,817800,1121516.0,515292.0
1997,6,MAP_k,MG,999,727600,4225000.0,1885976.0
1997,6,MAP_k,MG,999,817800,721300.0,320978.0
1997,6,MAP_k,MT,676,915100,2233580.0,915768.0
1997,6,MAP_k,PR,249,915100,7084930.0,3181712.0
1997,6,MAP_k,PR,676,915100,750520.0,334744.0
1997,6,MAP_k,PR,831,915100,2785900.0,1300920.0
1997,6,MAP_k,RS,249,1010500,8512203.0,3607950.0
1997,6,MAP_k,RS,249,1015400,974519.0,438338.0
1997,6,MAP_k,RS,676,417600,1500000.0,678000.0
1997,6,MAP_k,RS,676,817800,1395827.0,642080.0
1997,6,MAP_k,RS,831,1015400,1989189.0,855092.0
1997,6,MAP_k,RS,999,1010500,3152145.0,1327936.0
1997,6,MAP_k,SP,249,817800,5500000.0,2651000.0
1997,6,MAP_k,SP,676,915100,1990340.0,899524.0
1997,6,MAP_k,SP,831,915100,1002920.0,425238.0
1997,6,MAP_k,SP,999,817800,10551761.0,4651884.0
1997,6,MAP_k,ZN,676,517600,2003789.0,873652.0
1997,6,MAP_k,ZN,999,440100,6618178.0,2936030.0
1997,6,MAP_k,ZN,999,727600,3100000.0,1340300.0
1997,6,MOP_k,GO,149,520100,2997970.0,776476.0
1997,6,MOP_k,MG,23,817800,4000000.0,1094000.0
1997,6,MOP_k,MG,149,817800,8141160.0,2083454.0
1997,6,MOP_k,MG,249,817800,2976190.0,815476.0
1997,6,MOP_k,MG,383,817800,9250000.0,2551500.0
1997,6,MOP_k,MT,383,915100,2000000.0,552000.0
1997,6,MOP_k,PR,23,910152,7508450.0,2042502.0
1997,6,MOP_k,PR,149,915100,3784000.0,1029248.0
1997,6,MOP_k,PR,383,915100,23399450.0,6254594.0
1997,6,MOP_k,PR,676,915100,4062170.0,1026468.0
1997,6,MOP_k,RS,149,1010500,44690620.0,10698942.0
1997,6,MOP_k,RS,676,1010500,16412926.0,3696808.0
1997,6,MOP_k,SP,23,817800,8500000.0,2272000.0
1997,6,MOP_k,SP,149,817800,7500000.0,1888000.0
1997,6,MOP_k,SP,249,817800,4974795.0,1372108.0
1997,6,MOP_k,SP,383,817800,17750000.0,4829500.0
1997,6,MOP_k,SP,999,817800,13900000.0,3423400.0
1997,6,MOP_k,ZN,23,717600,3460660.0,1041586.0
1997,6,SAM_k,MG,245,727600,2500000.0,550000.0
1997,6,SAM_k,MG,249,727600,2500000.0,515000.0
1997,6,SAM_k,MG,249,817800,9420000.0,1940520.0
1997,6,SAM_k,MG,603,817800,4300000.0,882940.0
1997,6,SAM_k,MG,999,817800,5500000.0,1132000.0
1997,6,SAM_k,PR,87,910152,1505760.0,310394.0
1997,6,SAM_k,PR,999,915100,1063350.0,223304.0
1997,6,SAM_k,SP,603,817800,5956055.0,1198616.0
1997,6,SAM_k,SP,999,817800,1455690.0,330034.0
1997,6,SAM_k,ZN,23,440100,8454624.0,1743010.0
1997,6,SAM_k,ZN,245,727600,5100000.0,1075800.0
1997,6,SAM_k,ZN,249,440100,15935206.0,3287932.0
1997,6,SAM_k,ZN,249,727600,4420000.0,910520.0
1997,6,UREIA_k,PR,603,915100,5203080.0,1758642.0
1997,6,UREIA_k,RS,999,1010500,5256195.0,1740852.0
1997,6,UREIA_k,ZN,676,727600,5000000.0,1700000.0
1997,6,UREIA_k,ZN,831,920151,2000000.0,704000.0
1997,6,UREIA_k,ZN,999,920151,4550000.0,1584000.0
1997,7,MAP_k,BA,676,510100,6288907.0,2804854.0
1997,7,MAP_k,BA,676,517600,2422498.0,1078012.0
1997,7,MAP_k,GO,249,915100,2833790.0,1312046.0
1997,7,MAP_k,GO,999,727600,10499578.0,4829806.0
1997,7,MAP_k,MG,249,817800,2000000.0,938240.0
1997,7,MAP_k,MT,249,915100,1000000.0,444400.0
1997,7,MAP_k,MT,831,915100,1504070.0,640734.0
1997,7,MAP_k,PR,249,915100,46274830.0,20894954.0
1997,7,MAP_k,PR,831,915100,2647840.0,1066804.0
1997,7,MAP_k,SP,249,817800,8700000.0,3850760.0
1997,7,MAP_k,SP,831,817800,3939163.0,1671780.0
1997,7,MAP_k,ZN,249,417600,950000.0,408500.0
1997,7,MAP_k,ZN,676,320100,4232000.0,1869394.0
1997,7,MAP_k,ZN,676,417600,1451000.0,601684.0
1997,7,MAP_k,ZN,676,520100,2405965.0,1087496.0
1997,7,MOP_k,BA,676,510100,5549943.0,1453386.0
1997,7,MOP_k,GO,149,520100,4491240.0,1163232.0
1997,7,MOP_k,GO,149,727600,7100000.0,1732400.0
1997,7,MOP_k,GO,676,915100,2079520.0,383256.0
1997,7,MOP_k,MG,23,817800,12500000.0,3352000.0
1997,7,MOP_k,MG,149,727600,4000000.0,1088000.0
1997,7,MOP_k,MG,149,817800,23000000.0,5722000.0
1997,7,MOP_k,MG,999,817800,4000000.0,1074000.0
1997,7,MOP_k,PR,23,910152,27193060.0,7336618.0
1997,7,MOP_k,PR,149,915100,5048030.0,1211528.0
1997,7,MOP_k,PR,383,915100,10471130.0,2731324.0
1997,7,MOP_k,PR,676,915100,4209170.0,1001200.0
1997,7,MOP_k,RS,23,1015400,14509206.0,3916870.0
1997,7,MOP_k,RS,149,1010500,25515826.0,6206556.0
1997,7,MOP_k,RS,383,1015400,10513167.0,2888956.0
1997,7,MOP_k,RS,676,1010500,11326515.0,2686420.0
1997,7,MOP_k,SP,23,817800,10800000.0,2955600.0
1997,7,MOP_k,SP,149,817800,29300000.0,7537200.0
1997,7,MOP_k,SP,249,817800,2000020.0,548380.0
1997,7,MOP_k,SP,999,817800,7700000.0,1949600.0
1997,7,MOP_k,ZN,23,717600,7451310.0,2198028.0
1997,7,MOP_k,ZN,149,727600,3000000.0,752000.0
1997,7,MOP_k,ZN,383,320100,1800000.0,478800.0
1997,7,MOP_k,ZN,676,417600,2100000.0,495600.0
1997,7,MOP_k,ZN,676,440100,3126942.0,822386.0
1997,7,SAM_k,GO,603,520100,4925980.0,1066428.0
1997,7,SAM_k,MG,23,817800,4620000.0,942480.0
1997,7,SAM_k,MG,249,727600,4500000.0,927000.0
1997,7,SAM_k,MG,249,817800,1000000.0,206000.0
1997,7,SAM_k,MG,603,520100,3625060.0,735970.0
1997,7,SAM_k,MG,603,817800,2120110.0,358892.0
1997,7,SAM_k,MG,999,817800,8800000.0,1775000.0
1997,7,SAM_k,PR,87,910152,8199510.0,1604936.0
1997,7,SAM_k,PR,249,1010500,497784.0,94388.0
1997,7,SAM_k,PR,831,1010500,954900.0,183340.0
1997,7,SAM_k,PR,999,910152,4434590.0,993348.0
1997,7,SAM_k,RS,87,1015400,1894598.0,366728.0
1997,7,SAM_k,RS,249,1010500,2176185.0,443746.0
1997,7,SAM_k,RS,676,417600,1356023.0,279486.0
1997,7,SAM_k,RS,831,1010500,4278513.0,815540.0
1997,7,SAM_k,SP,23,817800,8080000.0,1648320.0
1997,7,SAM_k,SP,245,817800,1300000.0,208200.0
1997,7,SAM_k,SP,249,817800,6500000.0,1317000.0
1997,7,SAM_k,SP,603,817800,4004350.0,748098.0
1997,7,SAM_k,SP,999,817800,9566770.0,1695564.0
1997,7,SAM_k,ZN,249,417600,1500000.0,276000.0
1997,7,SAM_k,ZN,249,727600,7420000.0,1462520.0
1997,7,SAM_k,ZN,603,520100,1047730.0,201164.0
1997,7,SAM_k,ZN,676,520100,3357740.0,701768.0
1997,7,SAM_k,ZN,999,520100,1036480.0,225952.0
1997,7,UREIA_k,PR,603,915100,977200.0,338112.0
1997,7,UREIA_k,RS,603,1015400,6313260.0,2095920.0
1997,7,UREIA_k,RS,676,1010500,18245301.0,4556978.0
1997,7,UREIA_k,RS,831,1015400,3004014.0,1057412.0
1997,7,UREIA_k,RS,999,1010500,16174100.0,4555794.0
1997,7,UREIA_k,RS,999,1015400,2002676.0,706944.0
1997,8,MAP_k,BA,676,510100,4141956.0,1826768.0
1997,8,MAP_k,BA,676,517600,5296784.0,2406552.0
1997,8,MAP_k,BA,999,510100,2235437.0,1025898.0
1997,8,MAP_k,BA,999,517600,651162.0,270884.0
1997,8,MAP_k,GO,249,915100,951510.0,407246.0
1997,8,MAP_k,GO,676,915100,990160.0,411906.0
1997,8,MAP_k,MG,249,817800,1024023.0,439242.0
1997,8,MAP_k,MG,676,727600,840000.0,383040.0
1997,8,MAP_k,MG,831,817800,4850000.0,2235000.0
1997,8,MAP_k,MG,999,727600,3076700.0,1396984.0
1997,8,MAP_k,PR,249,817800,5000000.0,2367300.0
1997,8,MAP_k,PR,249,915100,20118530.0,9388686.0
1997,8,MAP_k,PR,999,915100,1443800.0,632654.0
1997,8,MAP_k,RS,249,1010500,21817239.0,9683768.0
1997,8,MAP_k,RS,249,1015400,2528139.0,1165472.0
1997,8,MAP_k,RS,676,417600,2417000.0,1075566.0
1997,8,MAP_k,RS,831,1010500,2425246.0,994080.0
1997,8,MAP_k,RS,831,1015400,2971950.0,1141228.0
1997,8,MAP_k,RS,999,1015400,1008935.0,428092.0
1997,8,MAP_k,SP,249,817800,2000000.0,856000.0
1997,8,MAP_k,SP,831,817800,7772100.0,3594854.0
1997,8,MAP_k,SP,999,915100,978700.0,434542.0
1997,8,MAP_k,ZN,249,417600,950000.0,448400.0
1997,8,MAP_k,ZN,249,440100,8895630.0,3718372.0
1997,8,MAP_k,ZN,249,915100,601490.0,261046.0
1997,8,MAP_k,ZN,676,510100,1200000.0,559200.0
1997,8,MAP_k,ZN,999,727600,840000.0,388080.0
1997,8,MOP_k,BA,676,510100,10823780.0,2778760.0
1997,8,MOP_k,GO,149,520100,13800000.0,3174000.0
1997,8,MOP_k,GO,149,915100,3497980.0,853508.0
1997,8,MOP_k,MG,149,520100,2900000.0,667000.0
1997,8,MOP_k,MG,149,817800,26215000.0,6831620.0
1997,8,MOP_k,MG,249,817800,3500000.0,959000.0
1997,8,MOP_k,MG,676,817800,5330000.0,1441160.0
1997,8,MOP_k,MG,999,817800,20026000.0,5466072.0
1997,8,MOP_k,MT,999,817800,1910280.0,462288.0
1997,8,MOP_k,PR,149,915100,7619570.0,1786156.0
1997,8,MOP_k,PR,249,817800,8000000.0,2079840.0
1997,8,MOP_k,PR,383,915100,26853248.0,7387998.0
1997,8,MOP_k,PR,999,817800,3045000.0,747880.0
1997,8,MOP_k,RS,23,1010500,5964030.0,1502936.0
1997,8,MOP_k,RS,23,1015400,10743024.0,2903390.0
1997,8,MOP_k,RS,149,1010500,22523421.0,5734522.0
1997,8,MOP_k,RS,603,1010500,5726906.0,1328642.0
1997,8,MOP_k,RS,676,1010500,19300504.0,4408774.0
1997,8,MOP_k,RS,999,1010500,18263439.0,4201468.0
1997,8,MOP_k,SP,23,817800,5500000.0,1529000.0
1997,8,MOP_k,SP,149,817800,24940000.0,6475760.0
1997,8,MOP_k,SP,249,817800,10002299.0,2666598.0
1997,8,MOP_k,SP,676,817800,20098720.0,5328500.0
1997,8,MOP_k,SP,999,817800,18480000.0,4852400.0
1997,8,MOP_k,ZN,383,320100,3922000.0,1034486.0
1997,8,MOP_k,ZN,999,320100,2000000.0,526000.0
1997,8,SAM_k,BA,149,517600,3153587.0,649638.0
1997,8,SAM_k,BA,249,510100,10510163.0,2130686.0
1997,8,SAM_k,BA,676,510100,4002883.0,776560.0
1997,8,SAM_k,BA,999,510100,12176564.807442833,2193758.0
1997,8,SAM_k,GO,87,520100,10000000.0,1774000.0
1997,8,SAM_k,GO,249,915100,404340.0,96030.0
1997,8,SAM_k,MG,87,520100,7000000.0,1241800.0
1997,8,SAM_k,MG,603,817800,2840000.0,579760.0
1997,8,SAM_k,PR,249,915100,17731210.0,3526588.0
1997,8,SAM_k,PR,603,920151,7713651.0,1689790.0
1997,8,SAM_k,PR,676,915100,1013360.0,208752.0
1997,8,SAM_k,PR,999,915100,459700.0,90560.0
1997,8,SAM_k,PR,999,920151,2003546.0,388688.0
1997,8,SAM_k,PR,999,1010500,498662.0,97738.0
1997,8,SAM_k,RS,87,417600,4010220.0,777982.0
1997,8,SAM_k,RS,603,1010500,8766633.0,1445788.0
1997,8,SAM_k,RS,676,1015400,1050000.0,206850.0
1997,8,SAM_k,RS,999,1010500,498662.0,106714.0
1997,8,SAM_k,SP,603,817800,9977580.0,2098726.0
1997,8,SAM_k,SP,999,817800,1500000.0,311000.0
1997,8,SAM_k,SP,999,915100,700000.0,150500.0
1997,8,SAM_k,ZN,249,417600,3080001.0,634526.0
1997,8,SAM_k,ZN,249,440100,5255927.0,1082720.0
1997,8,SAM_k,ZN,249,510100,1576794.0,324862.0
1997,8,SAM_k,ZN,603,817800,1225000.0,260750.0
1997,8,SAM_k,ZN,676,320100,904700.0,186368.0
1997,8,UREIA_k,GO,999,727600,1492301.0,399936.0
1997,8,UREIA_k,MG,999,727600,5000000.0,1384000.0
1997,8,UREIA_k,PR,676,915100,2173210.0,607194.0
1997,8,UREIA_k,RS,85,1015400,3150000.0,919800.0
1997,8,UREIA_k,RS,676,1010500,5918650.0,1399206.0
1997,8,UREIA_k,RS,999,1010500,9254926.0,2374556.0
1997,8,UREIA_k,ZN,999,727600,8500000.0,2353000.0
1997,9,MAP_k,BA,676,510100,4309960.0,1952410.0
1997,9,MAP_k,BA,676,517600,1821472.0,823306.0
1997,9,MAP_k,GO,249,915100,5225230.0,2069190.0
1997,9,MAP_k,MG,249,915100,1333630.0,636828.0
1997,9,MAP_k,MG,831,817800,12103953.0,5539340.0
1997,9,MAP_k,MG,999,727600,1890000.0,873180.0
1997,9,MAP_k,MG,999,817800,9450000.0,4233600.0
1997,9,MAP_k,MT,831,915100,3150000.0,1426950.0
1997,9,MAP_k,MT,999,910152,1181180.0,505546.0
1997,9,MAP_k,PR,249,910152,943180.0,400380.0
1997,9,MAP_k,PR,249,915100,65165880.0,30601010.0
1997,9,MAP_k,PR,676,915100,6202960.0,2704070.0
1997,9,MAP_k,PR,831,915100,39711045.0,17632902.0
1997,9,MAP_k,PR,999,817800,1300000.0,546000.0
1997,9,MAP_k,PR,999,910152,11252220.0,4996082.0
1997,9,MAP_k,PR,999,915100,3279380.0,1351300.0
1997,9,MAP_k,RS,249,1010500,6809707.0,2860076.0
1997,9,MAP_k,RS,831,817800,1616403.0,734268.0
1997,9,MAP_k,RS,831,1010500,7785716.0,3401060.0
1997,9,MAP_k,RS,999,1010500,4105467.0,1707874.0
1997,9,MAP_k,RS,999,1015400,4290445.0,1918356.0
1997,9,MAP_k,SP,249,817800,7308597.0,2973010.0
1997,9,MAP_k,SP,249,915100,4436860.0,1771252.0
1997,9,MAP_k,SP,831,817800,32672052.0,14927260.0
1997,9,MAP_k,SP,999,817800,5250000.0,2352000.0
1997,9,MAP_k,ZN,249,417600,2731380.0,1274188.0
1997,9,MAP_k,ZN,676,320100,8850000.0,4146900.0
1997,9,MAP_k,ZN,999,727600,3045000.0,1406790.0
1997,9,MOP_k,BA,249,520100,2600000.0,624000.0
1997,9,MOP_k,GO,149,727600,8760000.0,2271840.0
1997,9,MOP_k,GO,249,520100,17000000.0,4080000.0
1997,9,MOP_k,MG,23,817800,4000000.0,1112000.0
1997,9,MOP_k,MG,85,817800,2457500.0,663186.0
1997,9,MOP_k,MG,149,727600,7200000.0,2001600.0
1997,9,MOP_k,MG,149,817800,12150000.0,3272700.0
1997,9,MOP_k,MG,249,520100,3654000.0,876960.0
1997,9,MOP_k,MG,383,910152,2970550.0,778642.0
1997,9,MOP_k,MG,676,817800,4200000.0,1024800.0
1997,9,MOP_k,MG,999,817800,19551576.0,4997344.0
1997,9,MOP_k,PR,23,910152,39314430.0,10693526.0
1997,9,MOP_k,PR,249,910152,8058280.0,2201892.0
1997,9,MOP_k,PR,383,910152,1984150.0,527552.0
1997,9,MOP_k,PR,383,915100,23875892.0,6597720.0
1997,9,MOP_k,PR,676,910152,14348160.0,3640556.0
1997,9,MOP_k,PR,999,915100,2714400.0,608026.0
1997,9,MOP_k,RS,23,1010500,5530940.0,1432334.0
1997,9,MOP_k,RS,23,1015400,9441640.0,2612850.0
1997,9,MOP_k,RS,149,1010500,17428581.0,3823636.0
1997,9,MOP_k,RS,383,1010500,3009885.0,731968.0
1997,9,MOP_k,RS,383,1015400,8347720.0,2248498.0
1997,9,MOP_k,RS,676,1010500,17762181.0,4519442.0
1997,9,MOP_k,RS,676,1015400,7140000.0,1678320.0
1997,9,MOP_k,SP,23,817800,16500000.0,4516200.0
1997,9,MOP_k,SP,85,817800,16872500.0,4523066.0
1997,9,MOP_k,SP,149,817800,22000000.0,6004000.0
1997,9,MOP_k,SP,249,817800,3721615.0,948328.0
1997,9,MOP_k,SP,676,817800,4200000.0,1024800.0
1997,9,MOP_k,SP,676,910152,2940590.0,817484.0
1997,9,MOP_k,SP,676,915100,2001320.0,475328.0
1997,9,MOP_k,SP,999,817800,11687000.0,2850184.0
1997,9,MOP_k,ZN,23,717600,4170380.0,1287850.0
1997,9,MOP_k,ZN,149,727600,9800000.0,2610400.0
1997,9,MOP_k,ZN,676,320100,1861000.0,424308.0
1997,9,SAM_k,BA,23,517600,1000000.0,162000.0
1997,9,SAM_k,BA,87,520100,1000000.0,177360.0
1997,9,SAM_k,MG,23,817800,3000000.0,390000.0
1997,9,SAM_k,MG,87,520100,7000000.0,1241520.0
1997,9,SAM_k,MG,249,915100,725000.0,147900.0
1997,9,SAM_k,MG,603,817800,4813475.0,694326.0
1997,9,SAM_k,MG,676,727600,5580300.0,1037936.0
1997,9,SAM_k,PR,23,910152,712640.0,146804.0
1997,9,SAM_k,PR,87,910152,6704780.0,1314430.0
1997,9,SAM_k,PR,249,915100,10649960.0,2110758.0
1997,9,SAM_k,PR,603,1010500,3024996.0,617100.0
1997,9,SAM_k,PR,676,915100,6627120.0,1411494.0
1997,9,SAM_k,PR,999,915100,6205920.0,1248040.0
1997,9,SAM_k,RS,249,417600,2500000.0,485000.0
