CO_NCM,nick,log_kg_mean,log_fob_mean,log_frete_mean,log_kg_std,log_fob_std,log_frete_std
31021010_k,UREIA_k,15.567564334541306,14.616993498063257,12.077780963542274,1.0244347245942513,1.0720308782221961,1.0903310584857604
31022100_k,SAM_k,15.075199027120341,13.485289972460286,11.603210624350519,1.109241118643334,1.166144657419634,1.203992166901615
31042090_k,MOP_k,15.969586186773297,15.00813270702915,12.556512531218415,0.9555278558543867,1.0467867914690128,1.025732730411783
31052000_k,NPK_k,15.628825534702353,14.7778894490859,12.41956209978266,0.7770702599926136,0.8185960706822638,0.8591465213091888
31054000_k,MAP_k,15.286043614161867,14.688334965317926,11.856699021147719,1.1572806962331599,1.1525364847992177,1.1522448973102115
31055900_k,NP_k,16.20439790725278,15.521123319583616,12.798214064728416,0.6670424910337455,0.7127800285525608,0.695582567112057
